GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
13021,"Bibb County, Georgia","152,760","71,693","81,067","10,934","21,062","17,294","18,799","9,426","10,010",36.1,"4,855","59,205","82,225",98,"3,089","70,270",36724,57692,27411,56782,24578,47321,20449,42049,41795,30433,49342,24911,89.0,113000
13051,"Chatham County, Georgia","289,082","139,200","149,882","22,676","47,222","35,780","34,109","18,894","15,317",35.3,"18,300","141,346","112,723",550,"6,170","124,407",53964,110185,41033,66341,58949,66954,33587,53027,68203,46287,65484,38514,780.0,176200
13057,"Cherokee County, Georgia","241,689","119,033","122,656","13,379","28,045","35,241","37,766","15,176","14,185",38.7,"24,274","192,902","15,259",76,"5,002","89,343",77950,84088,63254,146493,52120,84002,35623,87506,94162,51915,91403,46182,2100.0,236100
13063,"Clayton County, Georgia","279,462","128,772","150,690","19,927","42,679","37,739","37,100","15,200","14,864",32.7,"36,732","30,103","187,207",926,"14,614","105,005",45252,94346,44668,75807,44275,46020,27403,45633,49112,39530,50046,31189,560.0,94900
13067,"Cobb County, Georgia","748,150","361,331","386,819","48,739","107,531","107,228","108,559","49,712","39,626",36.5,"96,263","392,247","196,172","1,469","39,172","297,397",70947,277949,58358,79971,51130,82731,37386,69634,88425,53033,87542,44659,1654.0,234100
13073,"Columbia County, Georgia","147,450","71,884","75,566","9,188","20,134","21,239","19,512","7,360","9,987",36.2,"9,711","102,451","24,487",340,"6,402","55,897",72737,47513,77783,70301,85619,69091,27703,75613,81958,48000,79554,45642,1220.0,189800
13077,"Coweta County, Georgia","140,526","68,236","72,290","8,078","17,528","18,875","21,240","9,841","8,305",39.0,"9,490","100,253","24,900",88,"1,696","53,556",71220,50503,41419,"250,000+",76475,74268,31024,73390,82112,48737,76975,42327,852.0,188600
13089,"DeKalb County, Georgia","740,321","350,328","389,993","49,216","124,232","106,730","99,856","46,189","40,510",35.4,"63,287","214,536","399,819","1,754","45,322","310,209",56109,281356,45483,52234,50525,88344,22155,53870,63695,45276,64624,42351,1425.0,200500
13097,"Douglas County, Georgia","142,224","68,772","73,452","10,005","18,274","18,946","22,215","8,370","7,987",36.0,"13,414","59,768","64,907",73,"2,242","52,194",62445,48901,64957,90738,71715,59279,44976,67921,71453,42817,75046,35134,382.0,158900
13117,"Forsyth County, Georgia","221,009","109,708","111,301","11,356","20,465","35,920","36,991","12,925","9,840",38.7,"20,614","162,933","7,293",246,"25,775","77,451",100909,72208,150145,143429,61088,100053,47040,110495,116110,52411,111150,48190,2741.0,323100
13121,"Fulton County, Georgia","1,023,336","495,020","528,316","74,393","168,838","148,098","144,027","64,603","48,858",35.4,"74,853","408,990","442,347","1,850","68,047","464,517",63510,396184,38516,95867,52116,97017,31055,67390,75673,42180,86567,45347,3281.0,288900
13127,"Glynn County, Georgia","84,502","39,690","44,812","4,788","10,792","8,506","12,043","6,877","4,742",41.0,"5,811","53,617","21,109",317,"1,114","42,429",48926,31757,44438,86023,31083,50742,11839,52488,54128,39548,59380,31594,483.0,174600
13135,"Gwinnett County, Georgia","907,135","443,379","463,756","59,745","119,222","134,241","136,033","57,091","43,791",35.2,"189,050","345,977","240,970",535,"103,900","305,452",67155,290405,61403,62948,48529,81378,29928,60110,81748,49975,75832,41186,3779.0,194500
13139,"Hall County, Georgia","196,637","97,493","99,144","12,873","24,652","25,742","27,059","10,810","10,995",36.5,"55,075","120,573","14,602",131,"3,451","70,956",54917,62038,36640,51402,47316,60660,30785,51346,64299,50194,62802,29194,1033.0,184000
13151,"Henry County, Georgia","221,768","106,026","115,742","13,773","28,378","30,511","34,709","13,882","12,171",36.5,"14,596","99,920","93,670",0,"7,935","79,628",66905,74473,66566,84502,68903,66097,14362,69671,74551,44849,75245,36819,1394.0,174900
13245,"Richmond County, Georgia","201,647","97,382","104,265","16,817","33,335","22,988","23,068","12,162","13,154",34.0,"9,874","70,757","112,854",584,"4,024","88,171",41419,75909,38243,49500,40670,46685,25667,42145,45644,37572,46640,32240,322.0,101600
13285,"Troup County, Georgia","70,005","34,260","35,745","5,243","9,166","8,510","9,167","5,164","3,568",36.4,"2,554","39,886","25,235",45,"1,423","28,358",42371,24493,30200,70106,18907,52152,18573,46319,51312,30876,51564,24993,148.0,133400
13297,"Walton County, Georgia","90,184","44,482","45,702","6,349","9,568","11,597","12,601","6,183","4,612",38.3,"3,776","68,085","16,332",0,"1,369","33,083",53202,30715,36189,92775,43881,59164,48564,58045,62379,36931,59177,27198,513.0,168900
13313,"Whitfield County, Georgia","104,589","52,233","52,356","7,511","13,316","13,415","13,586","5,874","5,450",35.1,"35,975","61,794","4,399",0,"1,200","39,622",46399,35858,31989,51667,45041,50231,27031,49122,51239,31283,51142,24447,122.0,127900
15001,"Hawaii County, Hawaii","198,449","98,955","99,494","12,152","23,298","23,497","23,725","13,943","17,412",42.6,"25,071","60,002","1,445",220,"44,514","86,780",55750,69818,65365,60977,57909,52354,34777,61226,60669,42335,65993,31765,792.0,325000
15003,"Honolulu County, Hawaii","992,605","501,898","490,707","75,048","153,870","124,187","122,354","60,453","58,551",37.5,"96,722","183,928","22,024","1,092","410,026","347,458",80513,309169,74808,81432,62489,88827,42003,79506,94473,69427,93131,47117,846.0,658900
16001,"Ada County, Idaho","444,028","222,150","221,878","27,344","63,825","60,001","59,579","26,785","26,253",36.6,"35,900","377,596","5,877","1,429","11,069","174,805",61301,167026,49220,37116,39312,63219,30398,65302,74786,40010,77866,34468,3798.0,232500
17019,"Champaign County, Illinois","208,419","103,293","105,126","33,757","31,316","22,269","20,234","10,580","11,428",29.9,"12,063","141,738","27,430",331,"21,908","91,541",50335,81856,31209,24465,40952,57151,10918,52349,79003,52272,75204,30381,411.0,161500
17031,"Cook County, Illinois","5,203,499","2,526,484","2,677,015","352,707","847,524","703,176","670,295","330,689","307,202",36.5,"1,318,879","2,202,751","1,211,623","4,972","367,920","2,181,636",60046,1963973,36477,76554,51017,77170,29993,67676,70142,37257,73913,40443,1812.0,234400
17043,"DuPage County, Illinois","929,368","455,769","473,599","59,862","117,476","118,953","133,572","69,279","60,153",39.0,"132,653","625,989","44,576",510,"106,634","359,149",84908,341320,50730,104261,61797,89243,47016,87650,102027,53674,105790,46466,971.0,300000
17089,"Kane County, Illinois","531,715","265,152","266,563","34,129","63,224","72,696","76,637","31,741","32,787",37.2,"169,096","304,740","29,386",533,"21,157","185,938",73347,175360,28273,118347,55741,84791,54787,72311,92358,45223,88243,35924,1066.0,232700
17091,"Kankakee County, Illinois","110,008","53,865","56,143","8,332","12,822","12,722","15,015","8,806","5,856",38.2,"11,397","78,947","17,149",394,"1,023","45,172",54911,39314,32121,101194,45285,63140,35750,61405,64220,41707,65122,36396,86.0,140000
17097,"Lake County, Illinois","703,047","351,612","351,435","51,122","76,763","88,932","103,722","50,824","43,231",38.5,"150,882","437,851","45,119",928,"52,069","262,603",83152,244390,39815,119054,56495,95225,39232,80400,107019,57466,103143,40724,602.0,264100
17111,"McHenry County, Illinois","307,004","152,689","154,315","18,973","33,230","39,115","50,020","23,253","20,710",39.7,"39,458","250,214","3,634",187,"8,478","117,968",81063,110717,127969,94375,57008,83635,40221,84887,96130,48399,92349,41138,305.0,216700
17113,"McLean County, Illinois","172,418","84,537","87,881","20,677","23,555","20,660","20,910","9,852","10,060",32.9,"8,337","136,617","14,364",107,"8,635","71,757",62156,65644,40339,101336,47318,63886,22056,66907,81165,46942,83103,40086,203.0,164300
17119,"Madison County, Illinois","265,759","128,886","136,873","14,962","36,189","32,369","36,367","18,614","19,017",40.4,"8,464","226,645","23,353",265,"3,135","118,637",56035,105465,34144,34486,40659,60631,30970,64227,69421,40784,74099,32333,399.0,137700
17163,"St. Clair County, Illinois","262,759","126,820","135,939","16,909","34,867","32,710","35,843","19,080","16,966",38.7,"10,429","163,150","77,583",641,"4,473","119,209",50267,104782,31771,62286,72808,60024,30716,48972,62891,41912,67796,30234,428.0,132700
17167,"Sangamon County, Illinois","197,499","95,069","102,430","12,245","24,302","24,821","26,185","14,883","12,755",40.0,"4,419","159,476","25,756",108,"3,533","90,975",53782,82959,25771,61191,59464,57527,33634,53415,68349,46960,72490,36182,254.0,140300
17183,"Vermilion County, Illinois","78,111","39,079","39,032","4,825","9,181","9,012","9,765","5,899","4,594",40.5,"3,877","61,349","10,599",13,860,"35,893",45481,31928,20574,61645,62623,47850,25658,50276,50783,40615,55811,28566,10.0,79900
17197,"Will County, Illinois","689,529","342,171","347,358","46,021","78,927","95,608","106,036","45,861","37,752",37.9,"117,562","442,182","75,070",544,"37,895","241,817",81438,228068,53885,111607,70175,85508,47569,87840,98289,48550,94774,40964,1197.0,224600
17201,"Winnebago County, Illinois","285,873","139,747","146,126","17,533","35,354","34,556","38,259","18,741","20,349",39.8,"35,691","199,193","34,679",217,"7,155","125,357",49749,114996,29192,45860,35915,56092,35649,51259,56081,41879,59584,28922,178.0,117400
18003,"Allen County, Indiana","370,404","180,930","189,474","25,036","50,488","45,503","46,734","22,730","23,583",35.8,"27,196","274,995","41,946",227,"14,669","156,232",51173,142762,24769,52955,41253,55606,27844,53957,61706,39755,64760,31784,936.0,121300
18039,"Elkhart County, Indiana","203,781","100,665","103,116","12,394","25,530","26,678","24,757","12,498","12,025",36.2,"31,487","152,901","11,251",819,"2,149","78,179",54216,72487,30318,65633,47428,56989,42070,62313,55352,44703,65003,29710,348.0,129300
18043,"Floyd County, Indiana","76,990","37,782","39,208","5,104","9,641","9,353","10,849","5,893","5,022",40.4,"2,418","67,809","3,954",183,800,"32,539",58586,29199,40212,89750,32581,60188,20014,59237,71152,41754,72474,31313,258.0,164900
18057,"Hamilton County, Indiana","316,373","153,095","163,278","15,523","38,927","46,968","48,378","19,092","16,235",36.9,"12,437","265,983","11,637",269,"17,484","123,948",89823,118521,69208,92145,91300,90072,53189,98008,103755,54099,104798,50659,2161.0,244100
18063,"Hendricks County, Indiana","160,610","79,683","80,927","9,708","21,314","21,896","22,833","11,627","8,411",36.8,"6,043","136,891","10,970",429,"4,479","60,275",78307,58677,32242,91129,84158,80394,34503,85890,83348,48923,88866,37278,894.0,174100
18081,"Johnson County, Indiana","151,982","73,792","78,190","9,527","19,446","20,915","20,283","8,791","8,987",37.5,"5,323","136,709","3,880",343,"5,233","59,835",65991,54542,68814,53539,36410,66775,42658,75121,76409,47641,80784,34349,666.0,151500
18091,"LaPorte County, Indiana","110,015","57,378","52,637","6,986","13,822","14,283","14,789","8,427","7,088",40.8,"7,100","87,540","11,699",554,798,"48,829",53507,42074,46830,46830,58425,54096,32708,59792,66010,38997,66243,30736,92.0,124200
18097,"Marion County, Indiana","941,229","453,482","487,747","67,266","157,064","119,872","116,438","60,510","52,955",34.3,"95,677","528,043","257,455","2,005","27,606","420,900",44874,368349,32088,40911,31617,52466,27640,46575,55087,35532,57089,31925,927.0,128300
18105,"Monroe County, Indiana","145,496","72,895","72,601","28,055","21,250","14,039","13,715","7,468","8,308",28.5,"4,981","121,535","4,068",310,"9,461","60,803",43582,54513,20664,9506,37023,45709,14676,46148,61117,46891,69419,27832,256.0,169000
18157,"Tippecanoe County, Indiana","188,059","96,352","91,707","33,314","25,975","19,663","18,974","9,837","8,834",28.2,"15,460","143,522","9,666",222,"15,353","75,119",51361,68405,30286,23415,51431,55044,19198,55827,65062,49985,67529,30067,429.0,151100
18163,"Vanderburgh County, Indiana","181,721","88,429","93,292","12,743","26,306","20,607","22,615","12,682","12,631",37.7,"4,721","152,424","15,581",310,"1,990","83,708",46064,74968,26052,60769,37262,49069,28753,45689,57436,36303,57214,30503,322.0,124700
19049,"Dallas County, Iowa","84,516","41,755","42,761","4,434","12,421","13,100","11,063","4,104","4,341",35.2,"5,099","72,672","1,003",102,"3,579","34,532",75899,33180,52144,136509,41397,80167,45616,95910,93553,41590,107538,41635,813.0,234700
19103,"Johnson County, Iowa","146,547","72,310","74,237","20,374","24,800","17,273","14,667","8,730","6,100",30.0,"8,108","115,995","10,125",0,"10,102","61,796",58064,57217,22872,45254,46467,65599,12944,60646,90029,52153,90357,29731,548.0,238000
19113,"Linn County, Iowa","221,661","109,457","112,204","14,455","30,656","28,342","29,242","14,545","13,691",37.6,"7,014","192,234","11,874",239,"5,323","96,287",64639,89173,27454,90773,80551,65519,36809,67309,80818,42082,84053,40684,516.0,151700
19153,"Polk County, Iowa","474,045","233,139","240,906","29,317","73,770","64,040","61,029","27,365","28,671",35.3,"38,925","370,776","30,509",902,"22,224","196,679",64067,182537,33581,52535,42530,69007,34360,66788,78350,46035,78957,39379,2591.0,171800
19155,"Pottawattamie County, Iowa","93,582","46,344","47,238","6,504","10,930","10,841","12,448","7,243","5,795",39.1,"7,063","82,406","1,824",630,808,"39,631",55972,36094,44420,68464,41256,57758,36912,64296,68049,38470,67902,32422,114.0,136400
19163,"Scott County, Iowa","172,474","84,922","87,552","10,074","22,793","22,697","21,743","11,787","11,092",37.9,"11,320","137,518","14,763",554,"4,441","73,656",54730,66527,30017,93207,45444,60113,30925,61078,69651,38665,73464,29908,363.0,162000
19193,"Woodbury County, Iowa","102,779","51,248","51,531","7,456","13,844","12,292","11,951","6,155","5,933",35.1,"16,435","76,115","2,763",674,"3,154","41,982",52324,38637,25414,42303,42461,55240,29350,60556,69530,38181,61439,31498,149.0,120100
20091,"Johnson County, Kansas","584,451","286,329","298,122","33,414","79,101","81,016","79,955","37,915","34,986",37.6,"43,694","469,722","24,899","1,049","27,370","238,224",80553,225606,50830,90596,58620,82725,45212,82564,104366,56313,102433,43006,1683.0,242900
20103,"Leavenworth County, Kansas","80,204","43,829","36,375","5,616","11,064","12,248","9,973","6,153","3,779",36.7,"5,541","63,394","7,355",300,"1,697","29,418",68299,27174,40747,57246,56531,71018,36894,73462,87058,51057,80070,36274,240.0,174700
20161,"Riley County, Kansas","73,343","39,642","33,701","18,256","13,153","6,353","5,912","2,762","2,619",25.2,"5,722","56,266","4,363",115,"3,801","30,372",50737,25523,25367,46169,39654,56712,21791,52716,63789,75077,78367,29243,137.0,193400
20173,"Sedgwick County, Kansas","511,995","253,144","258,851","35,947","73,045","61,894","61,510","33,879","30,598",35.1,"73,512","349,975","41,518","3,621","21,159","216,535",52193,195815,30105,59078,43371,57133,31383,54046,63289,39609,67854,31639,1007.0,132700
20177,"Shawnee County, Kansas","178,146","86,464","91,682","11,406","22,617","20,892","21,776","12,756","11,847",38.4,"21,431","132,219","14,583","1,587","2,374","79,629",55710,70101,37114,82453,52827,59103,35275,63040,65890,41326,70149,31959,244.0,135600
20209,"Wyandotte County, Kansas","163,831","81,019","82,812","10,414","24,151","21,673","19,225","10,524","8,949",33.9,"46,391","67,358","36,387",740,"6,042","67,699",43129,58524,31391,24243,43316,55075,31299,42212,49404,40132,49683,29924,242.0,93300
21015,"Boone County, Kentucky","128,536","63,585","64,951","8,326","15,840","17,321","18,534","7,518","7,720",37.0,"5,371","113,187","2,966",426,"3,410","48,770",72374,46849,52012,61199,55000,77711,46294,71889,96166,41600,84003,43952,401.0,178600
21067,"Fayette County, Kentucky","318,449","156,230","162,219","32,768","49,522","41,856","38,850","19,457","17,839",34.4,"21,948","226,184","45,676","1,080","11,699","140,976",53178,127137,32310,57418,37418,61059,26790,54939,69203,43642,71536,36607,670.0,181200
21111,"Jefferson County, Kentucky","765,352","370,139","395,213","47,788","112,463","95,313","99,455","54,211","49,429",38.3,"38,749","521,924","162,932","1,328","21,003","344,655",51991,314161,32465,62418,46450,59447,31825,56938,61597,40352,69365,33954,1108.0,164500
21117,"Kenton County, Kentucky","164,945","81,187","83,758","10,341","23,893","21,079","22,438","11,921","10,146",37.4,"5,155","146,348","7,253",241,"1,922","69,821",62182,63609,29759,82977,60238,66641,37296,70166,76579,36131,76662,40369,308.0,153000
21227,"Warren County, Kentucky","125,532","61,841","63,691","13,456","16,354","15,402","14,519","7,489","6,337",33.1,"6,502","99,311","11,775",642,"4,718","51,350",46686,47444,31379,43984,48750,50176,20104,51601,54855,39224,55334,33972,578.0,157500
22017,"Caddo Parish, Louisiana","248,851","118,005","130,846","16,501","35,012","29,953","29,649","17,273","15,417",36.9,"6,966","111,599","122,961",514,"3,141","113,175",37104,96532,24529,56503,20982,54623,23549,34819,42908,35739,48389,25740,259.0,151500
22019,"Calcasieu Parish, Louisiana","200,601","98,097","102,504","11,237","29,262","24,839","24,628","15,131","10,626",36.2,"6,701","136,339","50,461",747,"2,284","87,877",45962,77029,28804,66591,64458,50639,16194,52199,51156,28834,54227,25704,875.0,146800
22033,"East Baton Rouge Parish, Louisiana","447,037","213,382","233,655","47,653","69,563","50,721","50,813","29,117","24,672",33.3,"17,998","201,280","205,246",419,"14,660","193,701",50508,163764,35701,71750,56357,66590,16823,53887,64906,40060,66290,31504,1324.0,180400
22051,"Jefferson Parish, Louisiana","436,523","211,470","225,053","25,350","65,073","53,540","57,361","33,120","27,364",39.0,"63,136","231,573","114,738","1,556","18,643","189,326",49678,170710,31288,75864,36225,60416,26763,50721,60996,39356,62058,31774,442.0,173900
22071,"Orleans Parish, Louisiana","391,495","186,998","204,497","26,822","73,170","51,089","48,544","26,576","25,154",35.7,"21,930","120,417","230,062",208,"11,690","193,120",38681,154355,25324,40191,35683,67884,15810,42427,41162,31259,54315,26414,280.0,219700
22105,"Tangipahoa Parish, Louisiana","130,710","63,659","67,051","10,780","16,734","17,492","15,333","8,245","8,029",35.9,"5,511","82,613","37,402",481,730,"53,772",48162,47756,29577,86091,45859,52716,17074,62093,61146,29745,62373,20744,684.0,175700
23001,"Androscoggin County, Maine","107,319","52,369","54,950","6,324","13,300","12,934","15,562","8,596","6,479",40.4,"1,965","97,703","2,690",204,"1,165","49,059",49081,44917,60640,31812,60094,50211,35651,58431,64224,33620,58914,31940,143.0,155800
23005,"Cumberland County, Maine","292,041","141,354","150,687","18,505","38,530","35,690","43,114","23,576","18,883",42.2,"5,901","264,455","8,280",677,"6,084","141,737",65913,118049,31597,46346,46250,67325,53079,71964,79824,44863,85807,40439,953.0,270500
23031,"York County, Maine","202,343","98,366","103,977","10,485","23,756","23,638","29,730","16,519","16,113",44.9,"3,336","191,097","2,297",68,"4,274","108,268",60863,82469,47549,100691,62895,61057,55778,68514,71622,39420,75385,36377,775.0,236000
24003,"Anne Arundel County, Maryland","568,346","281,988","286,358","38,334","80,834","74,478","81,766","42,134","32,194",38.0,"42,802","392,285","89,798",765,"20,392","223,266",96483,206956,72015,107385,93847,101174,46220,100580,114160,65056,109140,57992,1679.0,359600
24005,"Baltimore County, Maryland","831,026","393,924","437,102","52,030","116,426","100,476","110,319","57,771","54,246",39.4,"43,994","481,064","235,636","2,281","49,022","338,202",72764,312921,71575,82999,54763,74757,35382,77701,89304,50829,88928,44947,742.0,256800
24009,"Calvert County, Maryland","91,251","45,190","46,061","4,527","10,497","11,315","14,905","6,498","6,226",40.6,"3,414","71,579","11,729",0,"1,598","35,073",98732,32434,68661,"250,000+",118343,102280,29387,101579,118018,66989,102562,58787,236.0,356400
24013,"Carroll County, Maryland","167,656","83,174","84,482","9,803","18,146","18,813","27,989","12,354","12,152",43.2,"5,663","149,935","5,628",407,"3,078","63,618",90343,61661,95092,85175,115795,90336,94599,105600,104759,52658,105703,48159,286.0,334900
24015,"Cecil County, Maryland","102,603","51,190","51,413","6,395","13,064","12,660","14,614","8,275","6,928",40.0,"4,423","87,608","7,007",0,"1,512","42,596",74221,37296,48144,61392,42141,80744,39805,85935,82112,54806,85516,44876,78.0,238400
24017,"Charles County, Maryland","157,705","76,601","81,104","10,275","20,392","20,182","26,090","11,059","8,710",38.1,"8,710","65,643","70,527",246,"4,400","59,989",95735,55929,95418,91425,91750,100878,52995,97730,114811,57034,106471,67749,797.0,310200
24021,"Frederick County, Maryland","247,591","121,850","125,741","15,365","30,761","32,104","38,559","18,339","14,357",39.3,"22,597","184,081","24,149",862,"11,679","95,892",90043,89800,57297,98510,64562,95664,21155,99111,109409,55420,102496,51861,856.0,329400
24025,"Harford County, Maryland","251,032","122,387","128,645","15,811","30,431","30,055","38,744","19,580","16,288",41.2,"11,005","192,545","32,080",476,"5,777","99,718",84175,91813,76023,101277,49662,88540,41703,93356,101991,55340,104372,43266,599.0,280600
24027,"Howard County, Maryland","317,233","154,895","162,338","20,354","37,341","44,924","48,019","21,209","19,602",38.6,"20,952","169,004","57,755",405,"57,006","118,056",120941,112542,80543,135260,132939,130199,64308,121730,140877,89035,138956,80283,1039.0,445400
24031,"Montgomery County, Maryland","1,043,863","503,189","540,674","61,466","134,705","143,552","149,474","72,095","64,237",39.0,"199,402","464,466","185,442","1,479","154,004","390,563",99763,373346,69313,101830,70100,122291,47316,94544,122463,81572,120827,60089,1414.0,475300
24033,"Prince George's County, Maryland","908,049","437,076","470,973","65,913","134,627","121,578","129,344","61,569","52,885",36.7,"161,283","118,148","562,770","2,244","38,102","332,569",79184,307816,79082,80240,70108,88127,33256,74633,95808,64991,89035,59012,1560.0,284800
24037,"St. Mary's County, Maryland","112,587","55,251","57,336","7,477","16,523","13,259","16,490","7,946","6,074",35.9,"5,632","84,312","16,541",92,"3,146","44,191",78195,41368,41565,90931,101983,87000,36014,79176,101717,47845,95700,52126,689.0,307900
24045,"Wicomico County, Maryland","102,577","48,998","53,579","9,833","12,743","11,244","12,584","7,134","5,839",35.8,"5,274","64,893","25,722",30,"3,530","42,278",50844,36774,34701,101154,25358,60191,29141,41894,67287,43805,61763,32407,80.0,173700
24510,"Baltimore city, Maryland","614,664","289,086","325,578","45,951","116,182","74,745","75,699","39,910","37,200",34.9,"31,144","168,989","380,792","1,714","15,062","297,628",47350,240761,37225,52305,56419,72540,32536,58422,46474,33836,57669,35342,267.0,153500
25001,"Barnstable County, Massachusetts","214,276","102,271","112,005","10,633","18,401","18,388","28,789","16,734","20,052",53.1,"6,107","191,715","5,175",914,"2,951","162,486",67898,92582,47331,125808,65756,67915,36611,80867,77192,52067,85900,36388,495.0,383200
25005,"Bristol County, Massachusetts","558,324","271,369","286,955","37,818","69,840","69,479","82,044","40,464","36,382",40.8,"42,197","457,544","21,549",62,"13,357","232,089",66027,214232,36729,102058,36123,70080,30976,72267,81919,39045,83369,34907,743.0,290900
25009,"Essex County, Massachusetts","779,018","376,004","403,014","53,474","93,218","92,521","113,770","59,387","50,280",41.3,"155,973","556,543","23,875",337,"26,984","309,644",73901,289817,40717,105106,41493,82665,38264,77391,92242,49636,94072,39683,716.0,384400
25013,"Hampden County, Massachusetts","468,467","226,014","242,453","36,400","60,618","52,895","63,677","31,250","32,267",38.9,"115,111","297,436","36,876",785,"10,041","192,099",51544,178623,40469,47382,25000,63676,23301,55422,67493,36637,67306,31759,295.0,198700
25017,"Middlesex County, Massachusetts","1,589,774","776,787","812,987","112,466","242,002","206,889","225,301","107,860","96,087",38.5,"125,091","1,152,188","79,602","1,906","186,948","625,421",95249,593437,57635,102376,60578,99793,48399,109233,111234,55685,116756,54435,1668.0,477500
25021,"Norfolk County, Massachusetts","697,181","334,100","363,081","43,606","86,150","86,619","103,961","51,557","44,601",41.0,"30,408","527,258","44,132",676,"74,330","275,009",92696,260609,78306,92595,77621,96525,62180,105194,115630,54602,116089,51726,818.0,446100
25023,"Plymouth County, Massachusetts","513,565","249,720","263,845","31,536","54,463","59,179","78,399","38,456","36,621",42.4,"19,269","419,719","43,912",280,"5,991","204,153",82087,184577,55020,117356,50526,86152,32337,97446,101211,47495,102408,42068,998.0,354000
25025,"Suffolk County, Massachusetts","784,230","380,262","403,968","74,976","180,999","100,568","90,026","43,700","37,222",32.7,"176,666","357,299","156,601","1,557","68,160","331,291",61796,306790,41226,40690,38127,87883,34944,81286,66991,30009,70528,50729,66.0,472500
25027,"Worcester County, Massachusetts","819,589","404,691","414,898","57,115","103,151","99,002","123,140","61,963","52,192",40.1,"90,522","634,141","36,167",712,"39,610","330,808",69295,304833,50724,101179,34543,74926,39446,77065,88433,39986,91345,37210,1194.0,269700
26021,"Berrien County, Michigan","154,010","75,592","78,418","9,453","18,051","17,434","20,428","11,487","11,226",41.6,"8,092","115,881","21,877",413,"2,957","76,836",47083,62538,24060,128936,50992,52153,26347,50397,57271,38806,62579,26850,246.0,153600
26025,"Calhoun County, Michigan","134,386","64,953","69,433","8,250","16,269","15,271","17,610","9,660","8,589",39.6,"6,769","104,684","13,944",525,"2,622","60,537",45902,52888,29844,16205,50556,50245,26025,52833,55041,37560,60365,26874,40.0,113900
26049,"Genesee County, Michigan","408,615","196,719","211,896","25,995","48,504","48,826","56,010","30,513","27,576",39.9,"13,743","295,292","80,113","1,635","4,049","190,976",43955,167171,26586,109429,33302,49049,26700,45918,48381,41315,53894,27289,322.0,106900
26065,"Ingham County, Michigan","288,051","139,189","148,862","40,092","39,774","31,326","31,868","18,175","15,590",31.8,"22,075","202,067","32,064",776,"19,021","122,644",49139,111779,29503,30461,45417,52436,21377,50477,63010,44069,66872,33388,242.0,129100
26075,"Jackson County, Michigan","158,460","80,892","77,568","10,034","19,044","18,704","22,385","11,518","11,691",41.2,"5,506","134,265","13,255",598,"1,260","69,005",50009,59993,25000,143048,42004,50790,21902,57247,57859,41230,60779,31154,136.0,123700
26077,"Kalamazoo County, Michigan","261,654","127,763","133,891","33,058","33,247","29,922","31,137","16,073","15,168",34.7,"12,504","203,233","27,769",373,"6,778","111,075",53138,102336,38911,51426,42481,56483,23490,58727,65627,43541,71713,33900,461.0,155500
26081,"Kent County, Michigan","642,173","316,715","325,458","44,791","99,586","79,640","81,260","41,846","37,478",35.1,"67,021","476,640","57,030","1,467","18,820","251,351",59668,238472,35132,55994,39279,64716,32300,62323,71317,42086,72039,34350,1258.0,163100
26099,"Macomb County, Michigan","867,730","422,671","445,059","53,882","112,350","106,367","127,094","64,734","57,662",41.0,"21,982","689,803","99,788","1,142","32,724","363,986",60143,342255,46726,70046,64654,61569,35537,63420,75873,41166,73340,35533,1547.0,157700
26115,"Monroe County, Michigan","149,208","73,674","75,534","8,849","16,725","17,643","21,836","11,605","11,237",42.2,"5,243","136,728","4,242",804,952,"63,694",60799,58789,27960,100516,59810,61678,36667,70147,73809,42454,74347,30678,269.0,158800
26121,"Muskegon County, Michigan","173,408","86,153","87,255","10,657","21,946","20,306","22,914","12,568","12,273",39.1,"9,748","132,277","24,450",880,"1,059","73,452",44264,65437,26519,27212,43022,48203,22208,46588,51039,36777,52287,25888,233.0,106500
