GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,Population 18 to 24 years!!Bachelor's degree or higher,Population 25 to 34 years!!Bachelor's degree or higher,Population 35 to 44 years!!Bachelor's degree or higher,Population 45 to 64 years!!Bachelor's degree or higher,Population 65 years and over!!Bachelor's degree or higher,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,median housing price
12071,"Lee County, Florida","787,976","388,331","399,645","37,552","83,705","83,683","88,968","51,718","61,500",49.5,"187,359","500,489","58,335",472,"13,573","428,910",66256,320466,48722,74286,58776,70257,38603,70711,73239,58104,76566,37141,11020,8.5,29.8,26.6,29.9,33.8,356939,5.2,286000
12073,"Leon County, Florida","292,817","138,851","153,966","44,160","40,541","33,275","30,033","13,294","16,672",32.0,"20,561","159,041","87,174",44,"9,417","135,684",58118,121423,39772,83838,67997,69173,31888,60682,81169,56004,85256,37637,898,16.4,47.4,52.9,47.4,46.4,163423,5.2,249100
12081,"Manatee County, Florida","412,703","200,108","212,595","20,688","42,096","43,371","48,015","27,333","35,738",49.9,"70,482","283,796","33,552",293,"8,988","212,671",68172,163520,46734,76988,60271,70779,34786,77380,83142,58580,86156,40647,6341,19.6,31.5,38.5,36.9,35.0,191859,5.5,313600
12083,"Marion County, Florida","385,915","186,139","199,776","19,210","40,669","39,797","44,534","28,586","24,851",48.5,"59,704","259,468","44,627",358,"6,708","181,743",55161,157348,57360,53760,44047,55437,57892,60256,69680,46051,63914,31345,5641,4.9,19.1,24.4,22.7,24.5,159100,5.7,193300
12085,"Martin County, Florida","159,942","77,901","82,041","7,748","14,065","14,425","18,179","12,253","13,399",53.3,"23,301","120,784","8,415",0,"1,677","82,014",64625,69719,35306,103667,41678,68822,32442,73771,81986,52636,81087,36542,477,13.2,23.6,40.0,35.8,37.8,70529,5.7,338100
12086,"Miami-Dade County, Florida","2,662,777","1,304,203","1,358,574","153,837","359,237","366,048","381,098","192,386","163,291",40.9,"1,838,864","334,050","382,195","1,186","39,746","1,084,304",59044,963477,46496,84575,57502,81630,39499,66635,68003,35561,66634,36007,2477,11.9,36.1,40.5,31.8,23.6,1385234,6.1,374700
12087,"Monroe County, Florida","82,170","44,286","37,884","3,256","9,240","10,633","11,887","7,015","6,964",48.2,"21,132","52,606","4,804",0,720,"54,416",68563,36078,89960,141587,59257,73401,41942,74701,75742,65246,86593,51868,206,14.8,28.5,34.9,37.7,41.4,45260,3.2,661400
12091,"Okaloosa County, Florida","213,255","107,487","105,768","14,634","31,129","28,741","23,626","14,203","14,182",37.6,"21,773","149,793","18,632",95,"7,157","102,272",69823,84497,50128,42481,70121,79463,46079,74814,85520,59197,87924,45845,1272,8.0,35.2,39.5,33.4,34.6,107642,3.6,293100
12095,"Orange County, Florida","1,422,746","701,757","720,989","95,844","229,906","210,397","186,083","87,123","78,960",36.6,"470,271","520,389","269,553",835,"70,579","575,853",64833,512496,45506,85019,55125,87026,30188,67598,78253,47679,76210,43855,4749,11.3,35.6,42.6,34.5,35.6,756008,7.4,320600
12097,"Osceola County, Florida","403,282","201,532","201,750","26,578","56,826","59,958","52,773","23,234","21,549",36.7,"227,089","110,055","37,147",172,"11,266","162,313",60585,133330,45831,70445,54053,70960,47560,56455,72670,44892,65586,39744,7207,6.2,29.5,30.9,28.4,21.9,208995,6.3,285200
12099,"Palm Beach County, Florida","1,497,987","730,443","767,544","76,710","173,470","176,901","184,012","101,231","103,008",45.4,"358,176","760,688","265,922",444,"42,186","713,808",70002,595447,52098,74075,63698,78442,31367,76407,81734,57606,87614,44434,4210,14.3,37.5,38.8,39.1,41.9,740726,6.6,363000
12101,"Pasco County, Florida","584,067","286,953","297,114","28,494","65,320","75,009","75,478","38,505","40,771",43.8,"105,710","404,466","33,743","1,073","17,647","263,187",59470,230060,67944,91892,72525,56185,50027,75778,68854,42209,77137,34236,8783,10.2,28.2,38.2,27.8,23.7,273811,5.1,235200
12103,"Pinellas County, Florida","956,615","463,008","493,607","45,149","115,562","109,154","118,596","78,278","77,465",49.1,"101,194","684,765","95,143",962,"34,064","517,775",61947,419798,42502,83976,54645,64968,37008,71078,77277,46967,84494,41288,1199,15.6,42.3,42.8,36.1,32.5,481904,5.0,292200
12105,"Polk County, Florida","753,520","371,364","382,156","44,465","99,082","95,763","88,602","45,845","45,409",39.9,"206,452","398,008","108,459",779,"12,854","327,817",56379,276469,45678,71120,54044,59961,41900,63160,69195,41810,66241,35198,10591,8.1,21.9,20.0,21.7,20.5,339319,5.1,212500
12109,"St. Johns County, Florida","292,466","142,648","149,818","13,474","25,950","39,250","41,416","20,201","21,344",44.4,"24,328","231,941","12,667",22,"10,700","125,225",91602,109147,90368,146976,89005,89740,37270,108003,117876,66916,110092,50698,6415,16.5,39.0,59.1,46.1,48.3,143354,3.5,402700
12111,"St. Lucie County, Florida","343,579","169,408","174,171","16,234","38,670","39,826","40,334","22,588","25,889",45.4,"72,662","180,523","69,091",226,"7,682","153,331",62797,131235,52225,66935,65442,66740,54026,67878,70647,49430,73435,35969,5970,4.4,29.0,25.6,28.0,26.5,159469,6.5,271300
12113,"Santa Rosa County, Florida","193,998","100,991","93,007","9,763","24,144","28,253","26,091","13,146","14,231",40.8,"12,346","154,007","10,358",195,"3,748","78,336",82059,71722,90707,103294,74122,83412,72816,84639,89685,62692,92360,48837,2091,9.6,28.5,39.3,37.1,30.1,91582,2.7,280100
12115,"Sarasota County, Florida","447,057","215,611","231,446","18,370","38,253","39,723","44,886","34,129","36,561",57.0,"45,079","359,389","17,502",905,"8,252","258,617",71761,204018,61500,54951,72861,72164,68791,80780,82089,62374,89518,45016,5765,8.4,35.5,41.7,36.1,41.2,197638,3.4,334700
12117,"Seminole County, Florida","470,093","229,291","240,802","28,444","66,510","68,171","62,661","27,390","33,503",39.8,"109,342","263,411","49,159",276,"23,323","196,662",70236,188239,50385,120122,58077,77312,45538,76054,86142,52124,87954,47221,1381,13.8,42.2,51.2,44.7,35.5,255020,4.1,328000
12127,"Volusia County, Florida","564,412","275,516","288,896","32,559","63,772","61,862","65,976","39,647","46,842",46.7,"90,985","383,523","57,960",473,"10,215","277,281",58380,243344,43049,52239,56730,60212,41581,63907,69281,47275,70165,34951,4077,8.6,25.8,28.1,25.9,25.8,253815,4.3,247800
13013,"Barrow County, Georgia","86,658","44,216","42,442","5,242","11,411","12,453","12,554","5,512","4,385",36.9,"12,197","55,990","11,697",94,"3,623","31,142",65273,30194,69375,77631,57299,67045,82586,63715,75625,53387,75042,43905,989,3.5,26.3,23.5,20.3,15.3,43028,3.0,233500
13021,"Bibb County, Georgia","156,762","74,273","82,489","11,678","22,481","17,928","17,030","10,645","8,914",35.7,"6,107","55,150","86,117",0,"3,740","71,906",48176,57677,32349,44865,39702,74863,32658,42855,62566,43101,63420,32669,177,13.4,25.2,25.0,24.5,26.8,71544,8.2,155800
13045,"Carroll County, Georgia","121,968","58,603","63,365","9,625","18,748","14,239","15,172","6,744","7,011",34.6,"9,156","80,203","20,736",593,"1,207","46,992",58473,43859,34392,67661,47023,66655,46010,51899,70195,50473,70998,34426,1059,5.5,21.2,25.4,22.0,20.8,59669,6.5,211600
13051,"Chatham County, Georgia","296,329","142,529","153,800","23,495","46,505","39,293","32,360","16,660","18,521",36.9,"20,255","138,536","117,554",83,"7,018","135,928",61843,121028,53446,52773,50770,73994,50065,61328,80704,55002,75800,41916,1441,12.2,32.2,39.8,38.0,40.3,153447,6.3,236600
13059,"Clarke County, Georgia","128,711","61,401","67,310","20,158","21,180","14,038","11,372","5,202","6,429",29.3,"14,475","70,301","31,160",597,"5,030","56,651",50447,55332,45042,35255,55758,57141,29320,58103,69483,65006,78352,33042,180,15.5,59.9,39.5,43.1,52.0,70751,4.2,237600
13063,"Clayton County, Georgia","297,100","140,824","156,276","20,665","45,786","40,608","36,342","18,375","16,498",33.7,"40,137","24,721","204,589",199,"14,429","115,049",51233,106249,50367,60270,55453,58850,36130,46848,63839,43963,60221,33038,623,9.3,21.5,24.7,25.3,28.0,145781,7.4,173200
13067,"Cobb County, Georgia","766,802","373,620","393,182","48,869","111,872","109,000","106,206","48,195","47,337",37.7,"104,671","370,628","197,761","1,935","40,815","311,423",88029,292841,67283,110830,68865,102348,39637,97110,101671,63400,107256,55963,1947,15.0,50.4,58.4,50.3,43.3,431519,5.5,342200
13073,"Columbia County, Georgia","159,639","78,407","81,232","11,016","17,908","22,024","21,755","9,635","8,949",37.6,"12,115","102,370","26,178",0,"6,085","60,369",84220,51178,81741,96667,59883,94077,38429,72259,124272,52571,106007,41507,1431,5.6,43.3,52.1,37.8,36.9,79698,7.2,265100
13077,"Coweta County, Georgia","149,956","72,617","77,339","8,708","18,970","19,955","21,972","12,236","8,465",38.9,"11,530","102,503","22,502",682,"2,463","57,990",84788,55729,79572,121010,108486,86135,80906,86792,102445,56688,93187,39882,1340,10.6,34.5,36.9,33.4,25.0,78744,3.8,293800
13089,"DeKalb County, Georgia","757,718","358,914","398,804","47,162","124,734","109,237","96,512","47,531","42,932",36.6,"64,837","218,387","390,277",322,"46,617","328,299",70985,273981,57374,90405,52457,103745,35990,72342,84773,51713,91456,51349,1889,18.7,52.4,50.9,44.3,41.0,410621,6.4,298000
13095,"Dougherty County, Georgia","84,844","39,209","45,635","6,743","9,815","11,123","9,213","4,480","5,776",37.4,"2,702","19,875","58,832",58,699,"40,696",42067,34835,36815,83263,85167,49231,26553,42172,45968,40165,53280,30524,25,7.2,24.3,26.1,20.0,25.0,37205,8.6,109200
13097,"Douglas County, Georgia","145,814","68,820","76,994","11,828","16,823","21,319","21,568","9,803","7,744",37.3,"16,217","49,113","69,983",107,"2,491","54,817",65046,51441,62177,42628,107509,67496,19512,66169,77454,43752,80111,43191,615,2.3,27.0,36.7,38.1,23.3,73723,6.9,242900
13113,"Fayette County, Georgia","120,574","59,040","61,534","7,898","9,644","14,875","16,061","9,436","8,895",42.5,"9,517","70,406","28,294",50,"6,140","45,834",90806,43689,70771,79346,53688,98719,4446,97937,110483,68346,98150,42657,737,17.8,54.5,51.9,47.0,38.2,55764,5.0,362500
13115,"Floyd County, Georgia","98,771","48,781","49,990","7,221","11,594","11,980","12,645","6,740","5,850",38.5,"11,958","67,957","12,898",111,"1,614","40,761",60825,35417,24670,49983,68380,63797,45902,62331,62938,50570,71950,39891,204,4.5,19.2,20.4,22.3,28.1,45879,3.1,178900
13117,"Forsyth County, Georgia","260,206","129,573","130,633","14,219","23,711","42,360","42,819","19,707","10,933",39.4,"25,470","167,797","10,852",170,"43,272","90,469",118814,86475,96569,159927,102202,112195,65524,130580,143389,68715,128963,61103,2305,14.7,56.7,67.8,57.4,37.9,140414,4.9,444000
13121,"Fulton County, Georgia","1,065,334","516,655","548,679","73,837","182,007","153,532","144,375","63,038","60,134",36.0,"77,733","404,996","439,083","2,957","79,983","498,669",83192,467735,52667,120172,84091,118548,37818,85296,102846,57222,109159,61281,3513,22.0,65.0,63.1,58.9,48.2,598526,4.8,388300
13127,"Glynn County, Georgia","84,739","40,193","44,546","3,580","11,981","8,158","9,905","5,305","5,630",40.9,"5,875","52,069","19,835",904,"1,475","42,634",61984,34137,42873,131309,29269,70074,46355,71045,67477,46201,66537,43020,544,11.4,33.7,35.4,29.1,27.4,40271,2.5,247500
13135,"Gwinnett County, Georgia","964,546","472,628","491,918","62,728","124,758","136,914","137,693","59,222","57,790",36.0,"213,869","316,147","272,133","1,217","124,517","335,957",74622,323014,67395,67404,56893,94150,44952,69036,93022,56156,85344,43882,4266,15.0,37.8,39.2,39.6,35.3,495247,4.5,307100
13139,"Hall County, Georgia","207,369","102,815","104,554","14,012","26,038","25,955","27,398","15,162","11,594",38.2,"61,103","121,522","13,111",15,"4,013","79,019",66719,72454,50430,61214,63397,73656,31071,75504,73723,54547,77927,34821,1402,7.1,23.0,24.0,22.4,31.9,104855,4.0,281400
13151,"Henry County, Georgia","245,235","115,766","129,469","16,839","31,624","33,039","35,423","17,737","13,080",37.0,"19,282","86,711","116,890",185,"7,790","88,830",74614,84978,74777,92541,80526,71166,23766,79655,80813,52677,82817,52710,2118,15.0,28.5,38.0,29.6,25.2,121701,7.5,249900
13153,"Houston County, Georgia","166,829","80,429","86,400","11,130","22,156","25,425","19,962","9,808","10,546",36.9,"11,453","89,199","52,428",258,"6,405","68,078",72848,60815,52904,137639,71629,82647,25816,69090,83868,65253,79243,51067,1245,4.4,34.2,33.3,28.3,26.6,84656,6.1,169100
13157,"Jackson County, Georgia","80,286","40,485","39,801","3,465","9,339","11,206","11,306","4,157","5,608",38.6,"7,734","61,972","6,231",0,"1,557","29,099",72116,25272,20243,165234,53999,79250,96088,83353,71628,60117,79829,27494,1370,7.1,25.1,36.4,22.3,32.3,37784,5.8,304300
13179,"Liberty County, Georgia","65,711","31,868","33,843","7,044","12,112","7,385","4,897","3,006","2,730",27.9,"8,263","24,429","26,652",189,"1,595","27,163",48624,23883,46870,38993,48769,52113,34984,47138,72612,39381,51655,33531,488,3.4,26.0,25.1,17.8,21.8,28681,7.8,162800
13215,"Muscogee County, Georgia","205,617","99,583","106,034","14,712","32,829","27,196","22,172","11,077","12,463",34.7,"16,938","78,400","92,159",55,"5,837","91,621",52734,82663,40267,96673,41389,70195,37059,48004,64088,48413,63810,34847,296,7.7,28.6,36.0,32.2,28.6,94969,7.1,170900
13223,"Paulding County, Georgia","173,780","85,408","88,372","7,949","24,499","24,629","24,616","10,524","9,265",36.8,"13,958","112,029","36,421",100,"2,347","61,417",93815,58025,96043,150769,83442,94127,71000,97054,108367,56216,102124,57730,2080,7.2,38.9,38.9,28.3,20.4,87197,3.8,259300
13245,"Richmond County, Georgia","205,673","100,997","104,676","16,045","32,235","26,258","21,494","11,714","13,564",35.3,"10,964","66,848","110,804",333,"3,030","92,613",48048,74476,42756,88839,78377,51841,35966,48073,52845,45378,52058,34874,670,4.6,24.2,30.7,20.0,24.5,103804,9.7,132100
13313,"Whitfield County, Georgia","102,848","52,542","50,306","6,965","13,536","13,629","12,467","5,694","6,318",36.1,"38,334","57,271","4,133",60,"1,665","39,295",55519,35746,36250,28483,62751,53474,33702,62571,66161,34481,67852,25009,328,11.3,26.3,16.9,16.0,18.5,50159,8.6,171200
15003,"Honolulu County, Hawaii","1,000,890","505,777","495,113","66,369","144,247","133,529","116,865","59,154","60,873",39.0,"103,622","171,038","22,540",932,"412,969","372,602",90704,338093,67769,93345,79080,93450,58827,91775,107415,79885,108251,53676,938,15.0,37.4,43.5,36.9,32.5,522748,7.2,781600
15009,"Maui County, Hawaii","164,268","81,587","82,681","7,111","19,523","22,771","21,302","10,557","12,387",42.9,"19,854","48,468","1,117",224,"49,369","72,129",76273,56319,113009,82665,75243,73189,48607,71182,86522,70935,94279,43592,396,7.5,25.2,33.7,30.4,29.7,84623,6.7,744400
16001,"Ada County, Idaho","511,931","257,335","254,596","30,010","71,438","76,222","65,207","32,850","28,908",38.2,"46,608","419,146","7,593","2,202","13,675","204,596",79279,196255,58420,102546,60898,81004,42043,87715,89722,55405,96322,49165,4904,11.0,45.6,45.5,42.5,39.7,265885,2.9,463100
16027,"Canyon County, Idaho","243,115","121,176","121,939","15,483","34,815","31,493","27,062","14,588","12,037",34.6,"62,563","160,277","1,797",255,"1,468","85,203",64314,82667,65278,115455,61292,70536,49831,66854,83704,44034,77460,33797,3018,3.5,22.4,20.4,20.4,20.6,117699,4.3,355100
17019,"Champaign County, Illinois","205,943","102,198","103,745","31,857","27,666","23,751","19,426","10,220","11,048",31.0,"13,668","132,620","26,829",26,"21,583","94,740",56847,84248,37488,47742,33918,72271,15169,61972,78067,62536,86919,35965,249,16.8,55.1,53.1,42.4,43.5,106656,4.5,183300
17031,"Cook County, Illinois","5,173,146","2,525,671","2,647,475","317,340","813,511","721,901","641,640","313,422","324,942",37.8,"1,346,584","2,102,133","1,154,630","2,821","394,619","2,267,931",72092,2072143,42555,88984,64413,91362,40672,81379,82388,48567,90560,48005,1338,20.7,53.2,48.5,36.7,32.7,2746345,8.8,286800
17043,"DuPage County, Illinois","924,885","458,321","466,564","54,410","113,284","125,943","118,802","64,844","62,877",40.0,"138,676","586,126","44,501",317,"114,998","366,276",99577,350639,49318,117355,72357,106079,49059,106258,121713,70217,121894,57924,965,24.7,58.4,56.6,50.1,43.0,506620,6.1,350200
17089,"Kane County, Illinois","515,588","258,238","257,350","32,476","61,089","68,302","70,342","35,603","31,399",39.0,"168,709","283,630","21,571",817,"19,193","189,731",91336,183427,56328,92597,73691,104394,47981,96276,112976,61449,107264,47489,894,15.6,35.6,40.8,40.3,33.0,281517,6.2,279800
17097,"Lake County, Illinois","711,239","357,675","353,564","49,521","79,866","91,313","94,477","51,601","45,871",38.8,"164,388","410,904","44,139","1,101","58,913","270,018",95796,254744,53288,122447,71002,109054,33964,90221,121947,71427,116817,51566,721,12.4,40.4,49.6,49.6,44.5,381374,6.5,298300
17111,"McHenry County, Illinois","311,122","156,045","155,077","16,787","36,838","40,014","43,174","23,549","22,818",40.6,"45,808","241,382","4,186",204,"9,100","120,236",91887,116768,37102,101420,75630,93242,23307,96373,112723,59339,106025,46265,959,19.6,39.0,41.7,37.2,22.4,174112,6.2,257700
17113,"McLean County, Illinois","170,889","84,721","86,168","20,816","21,251","21,165","18,258","9,995","9,063",33.9,"9,175","133,046","13,950",372,"8,523","75,084",69612,69263,31844,98532,65478,72742,17370,74775,94432,56353,102510,38592,201,11.7,50.0,48.7,49.7,40.7,90055,3.7,183300
17119,"Madison County, Illinois","264,490","129,064","135,426","15,923","32,910","33,714","32,640","15,380","22,030",40.5,"9,743","219,212","19,202",646,"2,014","118,945",65663,109818,40235,61679,58314,68827,39074,73495,78561,49171,84985,41424,394,12.3,36.8,41.4,26.2,22.2,132592,5.7,151100
17161,"Rock Island County, Illinois","142,909","70,278","72,631","8,844","16,438","17,482","16,733","8,329","9,742",41.1,"19,569","98,475","13,006",459,"3,890","66,722",57895,60187,40134,68417,45795,62467,36250,52427,71730,51250,73717,35993,107,10.9,21.6,25.9,20.9,25.7,67754,8.6,126500
17163,"St. Clair County, Illinois","254,796","122,660","132,136","14,029","32,183","33,770","31,240","17,697","17,491",40.1,"11,675","152,388","66,900",667,"4,033","115,135",67530,98926,43933,67375,71021,73045,24108,77028,72650,51547,85392,38530,444,9.0,24.5,40.1,32.0,25.9,128695,6.7,157600
17167,"Sangamon County, Illinois","194,734","94,210","100,524","10,780","24,376","24,388","24,214","14,308","12,981",40.8,"5,081","152,676","23,033",253,"4,724","93,257",68466,84414,16499,94169,64011,74329,30758,64413,81047,61184,89220,46596,224,16.3,44.0,44.0,32.6,34.1,95213,7.2,154400
17183,"Vermilion County, Illinois","73,095","36,063","37,032","3,502","9,301","8,472","8,468","5,412","4,911",41.0,"4,123","56,401","10,732",0,479,"34,351",49091,29007,27173,56218,68771,52443,36272,50984,59812,40823,63146,34908,6,3.2,9.5,22.1,13.1,20.1,29882,6.6,79700
17197,"Will County, Illinois","697,252","348,802","348,450","45,222","83,423","94,197","99,829","49,726","41,576",39.0,"131,867","416,640","80,185",238,"42,337","252,676",93752,242530,74496,124126,68505,100799,44161,96525,115782,63637,107738,51954,1496,12.4,38.6,42.5,39.5,27.3,377380,6.6,272300
17201,"Winnebago County, Illinois","283,119","138,537","144,582","15,986","35,306","34,311","34,028","18,993","18,789",39.3,"40,792","183,532","35,824",96,"7,856","124,989",56132,115282,35763,111957,44531,60473,32649,63634,68832,43446,73498,32722,146,12.1,27.3,31.7,23.2,23.5,137486,9.9,142800
18003,"Allen County, Indiana","388,608","191,855","196,753","25,909","54,752","50,140","44,808","21,197","25,142",36.2,"31,514","274,786","37,490",731,"20,331","164,383",62542,154866,34397,62507,50984,67286,43121,66119,73083,51019,76384,40474,1688,13.1,35.1,36.2,28.2,25.3,197025,5.0,171500
18005,"Bartholomew County, Indiana","82,475","42,755","39,720","5,039","12,296","10,893","9,688","5,445","4,894",37.0,"6,633","65,383","1,596",0,"6,524","35,507",73564,32518,92260,91094,67096,70922,47420,81821,99238,49882,84927,46108,231,15.9,39.8,51.2,34.1,24.0,44184,4.0,191100
18019,"Clark County, Indiana","122,738","59,678","63,060","6,765","18,744","15,419","15,834","8,527","7,054",39.1,"7,330","99,661","9,407",23,"1,101","53,756",62231,50153,22319,38649,69693,64727,41852,71277,76417,43148,76271,36654,900,7.8,34.1,31.4,23.8,17.7,62853,4.8,188300
18039,"Elkhart County, Indiana","206,921","101,915","105,006","14,109","25,946","25,431","24,512","11,847","11,755",36.0,"36,322","150,415","10,154",393,"2,395","80,105",60143,69015,43010,46199,59151,63725,41755,60784,70619,43482,71093,36892,389,7.7,17.2,26.6,20.1,24.4,98699,5.0,177500
18057,"Hamilton County, Indiana","356,650","175,584","181,066","18,550","42,007","54,569","49,975","23,445","19,178",37.5,"16,268","285,427","15,340",504,"21,524","139,527",102452,132255,81815,147268,81456,102673,44252,112972,122863,59570,128699,54707,3447,26.1,66.0,70.0,62.5,50.0,198150,3.3,336900
18067,"Howard County, Indiana","83,687","41,266","42,421","4,881","10,095","10,028","10,697","5,777","5,603",41.5,"3,227","69,502","4,241",99,750,"39,743",55088,36530,29964,41076,43491,59611,37788,53955,67278,52583,72733,31937,188,13.8,25.1,19.1,20.8,18.0,40769,7.4,151100
18085,"Kosciusko County, Indiana","80,106","40,405","39,701","5,914","10,171","10,076","9,026","4,956","5,587",38.5,"6,910","69,229",994,17,873,"38,540",65540,31523,33951,106094,95250,63342,50792,64481,86904,43888,81783,36208,265,3.9,27.8,22.0,21.6,21.3,40290,2.5,180200
18089,"Lake County, Indiana","498,558","242,798","255,760","30,284","61,083","64,704","61,210","31,115","35,474",39.6,"101,519","259,844","107,949","1,648","7,142","216,221",61443,192256,41472,103865,59498,72816,31103,62547,81316,47744,76202,34133,1735,8.7,26.4,28.0,22.9,18.5,240304,7.1,201100
18091,"LaPorte County, Indiana","112,390","58,622","53,768","6,777","14,489","14,299","13,648","7,591","8,266",40.7,"8,259","85,803","10,272",552,470,"49,853",63714,43445,41911,165391,59068,64910,60767,69036,74286,49175,73995,38585,136,8.3,23.2,16.7,22.5,21.3,50687,4.4,168200
18097,"Marion County, Indiana","971,102","469,752","501,350","66,931","161,278","129,743","108,352","55,306","58,949",34.5,"110,159","503,508","265,492",234,"37,580","439,231",58560,394717,45549,82268,55162,66186,38378,62058,66575,46383,72485,43070,1273,16.4,40.8,35.2,31.5,30.8,512792,5.8,186500
18105,"Monroe County, Indiana","139,875","70,553","69,322","21,272","18,803","15,584","12,836","7,145","6,856",30.2,"5,383","115,598","4,648",0,"7,826","64,368",51945,56714,37472,25288,43345,55423,12904,63320,68033,58794,86870,28138,225,13.6,53.8,57.3,45.3,43.5,68802,4.6,231500
18141,"St. Joseph County, Indiana","272,212","133,994","138,218","20,515","34,806","34,086","31,360","15,291","17,320",37.6,"26,563","190,107","33,050",149,"6,376","118,277",59189,107076,37882,71544,57313,62825,37065,66296,64865,44968,78896,34313,361,10.8,36.2,39.3,31.1,24.4,135437,5.3,161200
18157,"Tippecanoe County, Indiana","187,076","95,387","91,689","29,735","25,397","21,924","17,501","8,775","8,899",28.9,"17,146","136,757","10,237",118,"12,937","79,347",52617,73525,30801,23862,57403,57295,20158,55855,74713,52429,79151,31859,497,12.6,51.4,41.6,42.1,31.5,96471,3.0,200400
18163,"Vanderburgh County, Indiana","179,987","87,580","92,407","12,791","24,438","23,257","19,904","11,177","12,502",38.4,"5,618","145,079","15,088",134,"2,267","84,679",53171,79215,36552,101141,34813,54345,38237,64521,61546,39293,69282,34708,632,9.7,34.6,33.7,24.6,19.1,93179,4.7,155100
19061,"Dubuque County, Iowa","98,718","48,759","49,959","6,730","12,088","11,708","10,927","6,520","6,721",39.4,"2,833","87,694","2,218",33,"1,068","42,878",75590,40482,36346,127578,46167,76367,31416,91190,90131,49864,91991,40197,166,20.7,41.9,44.5,27.2,26.0,54229,4.1,200700
19103,"Johnson County, Iowa","154,748","77,189","77,559","23,865","23,327","20,163","14,564","7,023","7,748",30.9,"9,361","117,210","10,560",47,"8,495","67,087",67134,61301,34544,94707,49561,75202,27005,84479,94674,59322,115488,42904,602,21.0,58.4,56.9,46.5,49.8,92796,2.7,289400
19113,"Linn County, Iowa","228,939","114,591","114,348","15,158","28,823","30,651","28,146","14,242","14,958",39.0,"8,448","189,277","14,757",87,"4,572","101,904",69420,94884,51271,88112,35665,70703,39076,75835,75130,54200,86130,38849,511,12.5,37.7,41.6,37.1,29.3,122212,4.2,184600
19153,"Polk County, Iowa","496,844","247,202","249,642","32,267","73,360","73,310","58,680","26,553","31,520",36.3,"45,290","370,153","37,867",812,"25,020","214,972",73292,203390,46432,78515,56983,77082,46811,78904,88911,49270,91213,46299,3167,16.5,41.0,45.7,38.1,28.3,273230,4.0,226800
19169,"Story County, Iowa","99,472","51,027","48,445","19,400","12,128","9,369","8,860","4,379","4,452",26.6,"3,948","81,590","2,600",143,"5,098","41,658",63774,38868,64150,40813,34292,67205,27179,72465,101884,60909,108427,37404,216,8.5,56.6,49.1,46.8,47.9,54373,3.9,225500
19193,"Woodbury County, Iowa","105,607","53,880","51,727","7,274","12,658","13,945","12,086","6,197","6,819",36.8,"19,591","71,354","4,838","1,475","2,663","43,280",59376,41327,34606,117257,59468,62594,49389,64576,71828,46544,73280,38579,140,6.0,18.9,32.3,19.1,19.7,55832,3.4,156200
20091,"Johnson County, Kansas","613,219","302,017","311,202","34,922","82,520","88,634","77,816","37,029","38,255",38.4,"50,242","469,940","27,420",412,"32,644","255,141",92945,245646,52037,123884,77265,94928,45960,102611,116653,64700,116673,53362,2385,27.2,59.7,66.3,57.3,46.9,345575,2.8,337700
20103,"Leavenworth County, Kansas","82,184","45,180","37,004","4,660","10,981","11,161","10,364","5,252","5,172",37.5,"6,339","62,989","5,520",205,679,"31,588",83028,29963,95097,48716,53347,86235,40289,70822,97108,79699,96912,45013,299,9.7,33.8,46.2,39.2,28.8,39058,2.5,246600
20173,"Sedgwick County, Kansas","523,828","259,889","263,939","34,569","73,616","67,044","57,751","30,533","33,325",35.9,"82,309","341,928","39,458","1,817","22,872","225,434",60364,203656,33203,72752,50105,64419,35315,63156,73808,46744,74480,33847,1382,11.1,32.8,29.4,32.3,29.4,269304,6.8,171100
