GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
8013,"Boulder County, Colorado","310,048","154,644","155,404","32,374","40,546","41,077","42,889","22,143","17,126",36.3,"42,472","243,417","2,845",586,"12,694","129,230",71604,123498,44985,94188,50349,73497,17777,78742,86397,59057,92363,40665,591.0,349100
8031,"Denver County, Colorado","649,495","324,648","324,847","44,119","142,261","101,115","74,385","36,035","32,145",34.1,"200,805","345,953","60,901","3,221","20,464","293,222",51089,273050,30552,58687,35110,62468,30555,58493,52899,37567,65155,41048,1284.0,263900
8041,"El Paso County, Colorado","655,044","329,314","325,730","55,727","98,363","81,775","87,322","38,242","36,269",33.6,"104,339","463,703","36,104","2,458","18,275","258,387",57098,240131,51856,49054,41037,61878,28259,59124,69939,48442,69131,35372,2839.0,210200
8059,"Jefferson County, Colorado","551,798","274,795","277,003","33,919","70,829","71,569","85,563","45,298","36,816",40.8,"82,897","435,939","5,270","1,463","13,719","231,500",68201,221172,72009,85308,52219,70324,27896,72464,82051,48292,85184,41067,957.0,273100
8069,"Larimer County, Colorado","315,988","157,999","157,989","32,863","43,364","38,205","39,528","23,406","18,186",35.9,"34,590","264,714","2,128","1,394","5,615","136,079",59052,123877,41090,117652,47156,59923,22977,64958,75198,48781,76161,35495,1489.0,260100
8077,"Mesa County, Colorado","147,554","71,858","75,696","10,700","20,218","15,854","18,774","10,671","9,419",39.3,"20,390","120,992","1,373",812,701,"63,202",46723,58466,36219,62321,32788,50144,30288,50479,55246,36453,55485,29941,440.0,204800
8123,"Weld County, Colorado","269,785","135,179","134,606","20,009","37,815","36,647","34,520","15,797","14,901",34.0,"76,702","181,102","2,923","1,473","3,811","98,242",58611,92426,26971,85234,40153,65088,27861,61950,70767,41923,66807,32430,1616.0,195200
9001,"Fairfield County, Connecticut","939,904","458,041","481,863","54,580","109,606","124,413","150,037","64,823","52,742",39.9,"171,301","604,774","96,288","1,789","44,432","362,475",82084,328062,42089,105138,46696,98697,39260,87054,101599,48876,101721,42621,870.0,420600
9003,"Hartford County, Connecticut","898,272","435,239","463,033","56,941","116,334","111,631","135,218","62,876","54,917",40.0,"149,469","574,886","112,771",321,"42,060","373,645",63603,345615,43471,88982,28136,74606,26351,67230,80847,40341,81071,36761,601.0,230300
9005,"Litchfield County, Connecticut","186,924","91,192","95,732","9,634","18,913","21,930","31,909","16,580","13,970",45.7,"9,677","168,663","2,924",0,"3,755","87,262",70981,75029,44247,122105,43089,72988,40825,75912,84392,45865,87052,39307,145.0,250500
9009,"New Haven County, Connecticut","862,287","415,955","446,332","59,843","112,406","106,064","128,007","58,925","53,896",39.9,"141,688","564,561","105,069",868,"32,935","361,452",58571,321048,36435,64815,33212,70365,25093,61035,73931,41888,78879,34258,460.0,242000
9011,"New London County, Connecticut","274,150","137,080","137,070","20,091","34,216","33,153","41,638","22,545","16,055",40.4,"26,393","209,949","14,088",902,"10,862","120,834",62883,106886,43544,75571,50684,67105,33036,61610,79419,47054,76099,40536,326.0,241100
9013,"Tolland County, Connecticut","151,377","76,636","74,741","17,580","15,640","16,910","22,653","10,477","9,223",39.1,"7,254","131,113","4,528",47,"6,121","58,338",72954,53396,60945,83090,40067,75482,45897,71171,94250,47411,87898,43051,156.0,247700
10003,"New Castle County, Delaware","549,684","265,377","284,307","42,196","76,086","70,247","79,743","35,843","32,806",37.3,"50,644","329,146","129,282",991,"26,750","218,590",63109,199167,52784,75205,37345,69584,35629,66258,78627,42223,77662,37917,994.0,241700
10005,"Sussex County, Delaware","206,649","100,664","105,985","11,729","21,119","21,186","27,987","14,949","16,937",47.2,"19,082","155,097","24,113",987,"2,437","126,575",50629,77851,40250,50947,28882,53395,29395,55219,58143,44536,60220,29973,1942.0,222500
11001,"District of Columbia, District of Columbia","646,449","306,147","340,302","60,378","144,746","89,855","76,302","36,080","32,070",33.8,"65,560","230,264","310,129",857,"22,222","302,975",67572,271651,38124,63218,50861,118402,24146,82903,64536,47632,72337,63192,333.0,470500
12001,"Alachua County, Florida","253,451","122,310","131,141","43,836","37,864","25,658","27,398","15,172","13,394",30.6,"22,567","159,766","47,766",492,"14,022","113,141",38454,98247,25978,51111,34177,45999,14856,43905,50508,39623,57592,26399,528.0,156400
12005,"Bay County, Florida","174,987","86,686","88,301","12,143","23,991","20,817","26,175","12,653","10,296",40.1,"9,408","136,227","19,067","1,345","4,528","99,583",45594,63558,35471,37015,41250,47650,31127,44366,52238,38874,53741,29337,488.0,142800
12009,"Brevard County, Florida","550,823","269,734","281,089","31,131","55,894","59,651","83,627","42,061","40,165",47.0,"49,704","420,171","55,063","1,117","12,827","270,641",46472,218325,31354,57155,37275,48874,19853,48932,55860,38720,56845,29246,1349.0,135900
12011,"Broward County, Florida","1,838,844","894,156","944,688","114,023","244,725","248,257","280,392","127,185","102,523",40.0,"495,450","746,144","495,686","2,092","62,430","812,641",50446,662488,40015,64499,50199,56723,25269,51473,61535,34415,59352,33168,1434.0,181000
12015,"Charlotte County, Florida","164,736","79,880","84,856","7,006","11,060","13,320","19,609","11,818","16,029",57.8,"10,792","139,973","9,714",571,"1,576","100,681",43698,69035,29617,51303,28969,44877,32236,43080,50111,42247,51016,27842,549.0,138000
12019,"Clay County, Florida","196,399","96,011","100,388","11,440","23,970","25,405","30,354","12,756","12,384",38.8,"17,146","147,504","19,570",316,"5,593","76,350",57757,67630,56077,64336,59348,57084,42281,57785,66832,46606,64036,36500,948.0,145200
12021,"Collier County, Florida","339,642","167,199","172,443","17,497","34,212","35,029","41,574","21,859","23,018",48.4,"89,213","219,966","22,536",979,"4,450","200,285",54406,130614,35044,101247,39285,60797,35714,52206,62534,50480,63980,36244,1760.0,260400
12031,"Duval County, Florida","885,855","428,984","456,871","64,521","138,524","113,959","123,453","57,407","51,392",36.0,"73,662","491,611","257,089","1,957","38,126","392,612",47906,333859,31911,68461,40261,55941,24008,48936,54930,38042,59147,32053,2002.0,136000
12033,"Escambia County, Florida","305,817","152,891","152,926","28,026","41,368","32,621","41,278","21,147","18,020",37.2,"16,026","200,853","66,291","1,607","8,019","137,681",42877,113079,30388,59262,45395,47302,27602,45614,47274,37221,54087,30471,820.0,116900
12035,"Flagler County, Florida","99,956","46,340","53,616","4,536","7,798","11,022","10,933","7,990","7,013",48.9,"9,435","74,743","9,553",0,"2,650","48,990",46055,35509,26486,73816,64294,45188,60968,53515,47254,40467,51573,27150,439.0,162800
12057,"Hillsborough County, Florida","1,291,578","629,589","661,989","93,348","189,137","176,481","181,227","81,560","68,773",36.5,"335,884","672,306","202,199","2,393","48,476","546,768",49597,485230,33495,70791,38676,61175,24203,52773,60525,37048,61448,31437,4798.0,152900
12061,"Indian River County, Florida","141,994","68,621","73,373","6,687","11,466","13,195","19,334","10,266","10,054",50.6,"16,576","108,819","12,656",699,"1,302","76,710",42401,57435,27176,40942,31506,46581,16250,43875,54661,37398,51490,26250,546.0,151100
12069,"Lake County, Florida","308,034","149,339","158,695","14,424","28,735","35,420","40,639","20,498","20,345",46.6,"41,060","221,614","30,326","1,384","5,985","144,568",44026,120523,32102,98430,41901,45343,37907,50551,52348,36983,55027,26851,1546.0,126800
12071,"Lee County, Florida","661,115","323,810","337,305","34,949","70,592","71,486","82,570","47,559","45,461",46.8,"126,363","460,533","53,663",917,"9,625","371,983",46383,241238,32277,40587,33980,49633,30324,44926,55509,40977,54983,27874,2531.0,154800
12073,"Leon County, Florida","281,845","133,742","148,103","48,540","39,037","30,685","31,173","16,630","13,360",29.9,"16,907","163,001","87,071",850,"8,678","125,472",46859,111033,31017,58376,47414,57595,12461,49071,66988,49255,67924,27423,474.0,176100
12081,"Manatee County, Florida","342,106","166,009","176,097","17,954","33,166","36,634","44,627","24,745","22,676",46.3,"52,330","247,680","31,215",352,"6,135","175,114",48309,131890,40727,97005,31257,51713,32423,54710,54632,43025,59571,29665,2284.0,160400
12083,"Marion County, Florida","337,362","163,577","173,785","17,627","33,321","34,714","40,925","26,989","20,612",48.0,"39,297","244,767","43,390","1,642","4,587","162,442",38695,133098,24475,39601,31488,41742,30506,38472,41431,37683,46240,22516,588.0,107100
12086,"Miami-Dade County, Florida","2,617,176","1,272,121","1,345,055","185,189","367,125","374,366","389,567","162,306","137,057",39.0,"1,717,147","392,990","440,764","2,495","40,582","994,055",41913,839491,32944,62305,39674,64976,26944,46038,49576,25742,46904,26170,2266.0,192500
12091,"Okaloosa County, Florida","193,811","98,591","95,220","14,325","29,850","21,694","27,677","12,083","11,525",36.8,"16,133","145,552","19,543","1,130","6,473","93,957",55139,73931,41875,37847,60549,55876,34475,58343,62813,47182,62096,35114,645.0,184100
12095,"Orange County, Florida","1,225,267","603,554","621,713","108,345","198,531","172,178","169,121","73,511","57,273",34.3,"351,489","535,593","239,140","1,037","62,845","498,876",46716,424191,33985,58464,39066,56952,24216,47475,54024,36480,55450,32311,4364.0,158100
12097,"Osceola County, Florida","298,504","146,824","151,680","21,421","41,560","42,877","40,182","17,193","14,755",35.6,"145,219","110,531","26,934",154,"7,375","131,069",41361,87201,39772,31209,35757,50688,40623,38006,54897,30148,45776,25379,2403.0,134800
12099,"Palm Beach County, Florida","1,372,171","664,665","707,506","80,777","156,603","162,331","190,122","96,155","75,962",44.0,"277,901","794,095","239,256","1,589","33,019","669,570",51804,530459,38129,65520,42193,57249,23585,55609,62101,41471,63741,35629,2669.0,193000
12101,"Pasco County, Florida","475,502","231,072","244,430","24,475","50,640","58,584","66,003","33,624","29,369",44.4,"61,723","371,089","21,496","1,690","10,565","229,809",45678,184123,48846,59710,50070,44211,37493,59066,52489,31822,55699,25302,1553.0,113700
12103,"Pinellas County, Florida","929,048","445,699","483,349","50,505","104,300","104,947","140,207","74,753","66,442",47.4,"80,022","702,805","92,788","2,034","28,951","501,108",43703,401197,27652,55530,39603,46250,22156,47204,54802,33702,58100,30003,714.0,138000
12105,"Polk County, Florida","623,009","305,508","317,501","39,766","75,190","73,381","79,731","38,414","39,114",40.5,"118,572","390,429","91,460","1,665","10,374","279,913",42435,214500,29721,66492,36327,46512,26994,47000,51776,35121,50443,26427,1994.0,101800
12111,"St. Lucie County, Florida","286,832","139,826","147,006","16,216","30,786","33,933","38,107","19,435","17,926",43.7,"49,258","172,156","55,377",67,"5,021","136,798",42504,104336,27899,48666,37705,46911,15694,45749,47168,40059,50175,25529,587.0,125700
12115,"Sarasota County, Florida","390,429","185,912","204,517","18,257","30,637","36,292","49,334","25,768","33,308",53.9,"33,393","327,209","17,554","1,153","5,983","228,948",48263,170628,18279,63254,42197,50208,40729,53546,58314,41854,60990,30828,1495.0,172600
12117,"Seminole County, Florida","436,041","210,771","225,270","30,348","58,250","57,874","65,993","30,999","25,582",39.1,"81,311","280,641","47,944",238,"16,444","183,785",55058,148259,32404,56135,41604,62959,26424,59564,65353,37635,69138,35921,909.0,165200
12127,"Volusia County, Florida","500,800","242,884","257,916","30,884","54,288","53,157","69,837","36,199","37,837",46.6,"59,941","371,573","49,519","1,118","8,477","254,238",40919,200107,32105,45979,35657,42065,25150,42648,46488,35839,50118,26919,1290.0,123400
13051,"Chatham County, Georgia","278,434","134,485","143,949","24,531","46,170","32,681","33,723","15,489","16,580",34.3,"16,521","138,972","109,545","1,112","6,066","121,514",45263,103748,33645,44904,39620,53979,20551,45991,53031,39622,59553,28641,901.0,174800
13057,"Cherokee County, Georgia","225,106","110,688","114,418","13,208","27,158","34,721","33,907","13,750","11,432",37.3,"22,651","179,165","14,052",335,"3,662","84,062",64705,76627,65079,93142,53750,66162,62925,71611,70485,50168,75679,40492,1403.0,187300
13059,"Clarke County, Georgia","121,265","57,921","63,344","24,524","18,420","13,165","11,028","5,377","4,763",26.1,"12,955","68,563","31,829",78,"5,173","51,255",31551,44541,24740,13844,21659,38912,10849,34038,40000,42083,49764,22026,143.0,141800
13063,"Clayton County, Georgia","264,220","125,722","138,498","20,903","38,198","39,687","34,622","15,030","13,075",32.9,"34,825","36,866","173,409",653,"13,752","104,345",40754,89106,41561,51925,33732,37399,16998,36743,50414,34951,44275,29890,134.0,78200
13067,"Cobb County, Georgia","717,190","347,115","370,075","47,279","101,723","108,277","106,531","45,754","36,824",36.1,"90,667","390,752","181,447",910,"35,460","290,198",63086,266851,52592,86861,42422,73628,28574,62201,79464,45272,75099,40715,1594.0,182700
13073,"Columbia County, Georgia","135,416","66,057","69,359","9,063","16,981","17,985","19,847","10,532","6,498",36.0,"7,984","95,887","22,802",479,"5,983","52,100",72167,42147,77256,102783,51122,71367,22344,68811,86743,49778,79963,41894,1241.0,173700
13089,"DeKalb County, Georgia","713,340","339,881","373,459","50,224","117,882","108,200","98,007","43,336","37,912",35.1,"65,120","212,235","374,504","1,719","39,231","305,331",49796,268239,39963,46722,36551,75622,24811,50981,56992,39102,57273,39490,336.0,154800
13095,"Dougherty County, Georgia","92,969","43,281","49,688","7,870","12,646","10,518","11,262","5,009","6,460",33.9,"2,340","25,473","62,911",0,708,"40,603",30504,34219,26699,69766,28398,40698,13574,27454,40046,29948,33237,22196,42.0,96900
13113,"Fayette County, Georgia","108,365","52,527","55,838","7,011","7,588","13,075","18,242","9,334","6,695",43.3,"7,469","71,339","20,539",857,"4,776","40,952",81394,37885,86366,96482,48292,81510,51317,86335,97093,58365,92248,39624,390.0,230300
13115,"Floyd County, Georgia","95,821","46,662","49,159","7,228","10,530","12,554","12,707","7,087","5,383",37.6,"9,666","69,255","13,914",0,"1,408","40,326",37296,33099,20960,49817,33549,42013,11672,45595,42304,33672,47355,21323,53.0,115500
13117,"Forsyth County, Georgia","195,405","97,073","98,332","8,694","18,671","34,197","31,371","10,864","8,523",38.2,"18,817","151,645","5,488",215,"15,967","68,250",86052,64465,61250,111792,47484,88030,44123,97028,95676,51959,96766,39484,2560.0,253100
13121,"Fulton County, Georgia","984,293","478,253","506,040","74,415","161,515","147,692","135,557","56,399","47,974",34.6,"75,465","399,243","424,913","1,947","60,057","441,090",55914,379281,35607,90879,36597,85833,20870,57581,70189,42522,74273,39561,2121.0,231800
13135,"Gwinnett County, Georgia","859,304","421,731","437,573","55,256","116,434","134,198","129,066","49,571","39,540",34.5,"175,703","353,515","213,885","2,186","94,543","295,158",58917,269361,50672,55507,39002,75667,30332,52568,70722,46801,62862,41444,2924.0,159300
13139,"Hall County, Georgia","187,745","95,720","92,025","12,851","24,129","25,681","24,457","11,122","9,501",35.4,"50,983","116,919","13,775",579,"3,319","68,786",44998,60937,32528,54199,35057,51432,31097,41729,57131,38710,51687,30493,552.0,160900
13151,"Henry County, Georgia","211,128","101,697","109,431","14,919","23,783","32,359","32,924","11,820","11,261",36.3,"13,282","104,954","80,345",293,"6,541","76,793",59097,70852,54072,55950,48431,65608,40510,58906,70690,38134,65806,34967,634.0,130600
13153,"Houston County, Georgia","147,658","72,891","74,767","11,813","22,427","18,114","20,588","10,165","6,000",34.0,"9,552","86,863","44,496",313,"4,592","59,708",49660,53186,36638,55127,35701,56171,30666,46816,60256,46575,57822,31801,565.0,128700
13179,"Liberty County, Georgia","64,135","31,912","32,223","7,434","12,296","6,872","6,492","2,874","2,965",27.6,"7,430","27,275","25,348",335,953,"26,947",39140,22980,32391,16518,40379,45024,21063,39556,46257,41228,45536,29880,192.0,120500
13185,"Lowndes County, Georgia","112,916","55,430","57,486","15,795","15,642","13,355","12,646","5,562","5,509",29.6,"6,048","61,706","40,135",66,"1,774","45,227",35317,40848,21976,86531,24559,43829,20637,36277,48903,31456,49218,21871,352.0,125600
13215,"Muscogee County, Georgia","202,824","99,399","103,425","18,207","31,795","25,554","25,315","12,309","9,918",33.4,"14,839","85,877","90,585",312,"4,360","83,282",40499,71861,28065,55229,29536,53132,22173,43485,41965,34853,49196,23540,318.0,134500
13247,"Rockdale County, Georgia","86,919","41,329","45,590","4,957","9,213","11,509","13,156","6,116","5,243",37.3,"8,751","32,819","42,809",10,"1,686","33,201",49767,29150,51979,67075,29564,48750,16262,47046,59862,39459,56685,40401,81.0,129400
13297,"Walton County, Georgia","85,754","39,252","46,502","5,495","9,421","12,195","12,376","5,071","5,150",38.7,"3,294","65,513","13,967",0,"1,275","32,307",53233,28817,24280,86918,70541,56287,28149,53949,56929,36872,59910,18667,203.0,139900
13313,"Whitfield County, Georgia","102,945","51,014","51,931","8,369","12,611","14,053","13,100","6,787","4,581",35.0,"33,886","62,342","4,094",0,"1,119","39,530",38126,33892,21277,43831,40849,39228,21961,38818,45559,27084,44099,22122,47.0,119800
15001,"Hawaii County, Hawaii","190,821","95,810","95,011","10,876","23,013","23,463","23,906","15,321","15,177",41.0,"23,301","58,592",826,467,"39,933","84,457",48399,64929,19123,47489,51728,50212,8803,55952,51350,42718,56131,25415,729.0,291900
15003,"Honolulu County, Hawaii","983,429","498,255","485,174","81,174","151,957","123,318","123,340","62,556","52,425",37.0,"90,379","192,735","25,974","1,120","410,418","340,416",73388,308800,69903,77053,60962,77038,35566,72058,92411,59465,85608,46321,1137.0,573800
15009,"Maui County, Hawaii","160,195","81,496","78,699","9,424","20,858","21,762","23,524","10,848","11,574",40.3,"17,081","50,365",696,140,"44,663","71,147",65558,53946,108079,78799,62830,65000,63723,68355,72386,50955,79411,31936,333.0,471800
16083,"Twin Falls County, Idaho","79,957","39,697","40,260","5,867","10,626","9,214","9,357","4,341","4,750",34.3,"11,752","65,137",478,681,"1,299","31,392",47403,28811,38898,31074,33168,51105,18977,53706,53836,37728,55154,21870,329.0,146100
17019,"Champaign County, Illinois","204,897","103,089","101,808","33,177","30,508","23,147","20,389","10,894","10,199",29.5,"11,499","143,182","24,568",275,"19,233","88,547",45682,78521,24942,26003,32323,51882,11337,51457,65708,45201,67312,23993,261.0,147300
17031,"Cook County, Illinois","5,240,700","2,542,642","2,698,058","368,687","852,749","711,462","695,060","332,719","282,426",35.9,"1,294,186","2,265,857","1,237,136","6,034","347,690","2,170,278",53827,1939894,33067,67916,42731,69098,25536,59562,63987,36124,65555,36715,1396.0,209700
17043,"DuPage County, Illinois","932,126","457,399","474,727","57,126","119,713","122,108","142,399","68,046","55,734",39.0,"129,775","641,034","41,282",618,"99,479","356,234",76195,338778,50821,97073,56356,80746,47768,79394,95944,49211,93880,42641,1001.0,271300
17089,"Kane County, Illinois","523,643","260,456","263,187","32,902","64,433","74,169","74,998","31,750","26,747",35.7,"163,492","305,534","28,812",485,"19,182","182,866",72108,171973,49858,86269,48087,81217,38710,74493,85358,47191,82091,40420,1068.0,201700
17091,"Kankakee County, Illinois","112,120","55,009","57,111","8,503","13,453","14,147","15,356","7,097","6,822",37.5,"10,657","81,503","16,703",59,979,"44,987",49761,41822,33545,70946,42802,54755,27054,51589,65861,32728,58926,31580,112.0,135100
17097,"Lake County, Illinois","703,019","350,792","352,227","48,068","77,661","92,791","109,960","48,550","40,020",37.4,"145,195","448,766","46,056",453,"45,713","260,532",74869,244935,36668,96704,47311,85002,25369,70602,95374,52188,90001,39420,635.0,236600
17099,"LaSalle County, Illinois","112,183","56,345","55,838","6,764","13,380","12,709","16,655","8,553","7,150",41.6,"9,730","97,854","2,624",273,"1,035","49,780",48552,43647,11546,112552,52193,48634,25824,60633,59048,34089,61331,30578,74.0,121300
17111,"McHenry County, Illinois","307,409","152,979","154,430","19,121","31,912","42,397","52,142","20,880","18,495",39.5,"37,121","253,790","2,267",65,"7,935","116,707",75449,109032,131300,86780,55596,76639,29752,77770,92827,41747,87863,34712,358.0,196400
17113,"McLean County, Illinois","174,647","84,900","89,747","22,890","23,902","21,405","22,094","10,841","8,065",32.1,"8,200","140,505","12,837",284,"8,627","70,713",61846,65231,34803,90138,37237,63511,16418,68627,79925,47463,87033,31219,393.0,160300
17143,"Peoria County, Illinois","188,429","91,298","97,131","14,069","25,889","23,219","23,847","12,335","11,152",36.4,"8,265","134,039","32,557",216,"6,562","83,317",49391,75671,23729,83609,42254,58176,22329,52459,61216,40221,65181,29956,221.0,124200
17161,"Rock Island County, Illinois","147,258","72,153","75,105","9,792","18,296","17,714","19,679","11,104","9,584",40.4,"18,045","109,098","14,135",355,"3,288","65,596",48159,59810,30366,62048,38545,51966,23031,48834,61511,38815,62051,28163,74.0,111100
17163,"St. Clair County, Illinois","266,955","129,368","137,587","18,404","34,043","33,904","39,043","20,562","13,582",37.8,"9,780","167,177","78,260",524,"3,710","117,592",48136,103920,26760,72746,41780,60381,27856,50227,59749,38350,60305,26388,448.0,119500
17167,"Sangamon County, Illinois","199,145","95,027","104,118","12,330","26,092","24,191","28,445","13,657","14,134",40.0,"4,215","162,385","24,125",37,"3,962","90,164",55317,82761,24625,76064,32062,60591,20083,53716,66985,49282,72816,35298,264.0,130900
17183,"Vermilion County, Illinois","80,329","39,840","40,489","4,915","9,383","9,447","10,664","5,383","5,782",40.3,"3,751","63,714","10,829",195,631,"35,946",45089,31482,19225,128458,30784,47633,18475,52029,54274,34361,56695,24876,2.0,72000
17197,"Will County, Illinois","682,829","339,409","343,420","42,512","78,511","101,054","105,593","42,244","34,380",36.8,"111,281","449,480","75,584",361,"33,114","238,684",74397,223508,56232,125749,52814,80310,37947,80808,87362,42367,85236,38762,955.0,203000
17201,"Winnebago County, Illinois","290,666","142,488","148,178","19,086","35,968","35,788","41,235","20,534","17,570",39.5,"34,140","206,841","34,491",232,"7,025","125,453",46946,113248,24444,51882,38480,51431,21869,50036,56376,36905,55064,29707,53.0,116600
18003,"Allen County, Indiana","363,014","176,426","186,588","24,641","48,448","46,140","47,826","24,303","20,185",35.6,"25,187","273,280","42,508",631,"9,438","153,541",45006,142535,25635,34372,31122,50226,25873,46020,56467,37144,56639,30414,830.0,110600
18039,"Elkhart County, Indiana","200,563","98,708","101,855","12,926","26,141","25,333","26,024","12,516","10,624",35.2,"29,806","152,720","8,096",484,"1,484","77,550",45387,71056,27275,73401,41490,47203,37456,44332,51836,36274,50939,28055,283.0,119300
18043,"Floyd County, Indiana","76,244","36,684","39,560","4,946","9,827","9,444","11,041","4,744","5,802",39.1,"2,226","67,642","4,160",252,975,"32,113",57401,28343,25526,102035,34788,61578,24394,68989,72496,42109,76563,30773,176.0,155200
18057,"Hamilton County, Indiana","296,693","144,805","151,888","13,026","37,268","47,862","44,734","16,064","15,183",36.0,"11,010","251,257","10,798",336,"16,604","112,716",81958,107904,67573,100453,62120,81869,29784,83125,101592,55006,102101,42001,2046.0,225000
18063,"Hendricks County, Indiana","153,879","75,977","77,902","9,866","19,152","21,461","23,332","9,013","8,265",36.9,"5,283","133,731","8,850",176,"3,117","57,283",67535,55273,61835,37015,34668,68994,37161,72820,71802,51804,72900,43903,692.0,155900
18067,"Howard County, Indiana","82,760","39,788","42,972","4,370","9,504","10,364","11,523","6,938","4,805",41.5,"2,439","71,366","5,977",384,"1,065","38,510",44265,34435,18750,45705,62877,47122,30151,43942,53906,41644,59289,23941,48.0,98000
18089,"Lake County, Indiana","491,456","237,465","253,991","32,134","60,893","61,375","68,290","35,411","29,659",38.2,"87,242","269,196","120,373",895,"6,442","209,353",48302,186553,31460,65887,45645,59114,21137,48732,62330,34664,58571,30482,786.0,135800
18097,"Marion County, Indiana","928,281","447,900","480,381","69,601","152,234","120,024","122,793","61,233","45,440",34.1,"90,425","539,559","249,989","1,344","21,980","417,973",41345,361596,29609,49314,26386,50334,26254,42158,49051,32758,50518,30403,638.0,116300
18105,"Monroe County, Indiana","141,888","70,492","71,396","29,195","19,701","13,588","15,013","8,616","5,307",28.0,"4,491","120,834","4,991",185,"8,372","59,542",41972,53577,41016,19375,8730,44903,10351,47375,61695,42450,65914,23677,172.0,158600
18141,"St. Joseph County, Indiana","266,709","128,406","138,303","21,151","33,432","32,562","34,524","17,132","17,304",36.9,"21,106","199,040","34,298",849,"5,768","115,136",40528,103404,21264,47482,36093,43446,18435,40949,55863,29751,51136,26946,190.0,104200
18157,"Tippecanoe County, Indiana","180,174","92,323","87,851","33,444","25,731","19,788","17,640","8,544","8,768",28.5,"14,285","142,108","6,274",194,"13,117","72,797",47731,68442,19972,16435,44167,50511,16567,47858,71398,40000,64109,22836,466.0,133300
18163,"Vanderburgh County, Indiana","181,398","88,101","93,297","14,692","25,340","20,406","24,193","11,906","12,692",37.9,"4,387","153,354","16,651",761,"1,597","83,055",41102,72659,16059,34980,31002,45817,16237,45125,55212,30351,54759,26671,278.0,113600
19013,"Black Hawk County, Iowa","132,546","64,636","67,910","16,593","16,919","13,753","15,698","9,179","7,454",34.6,"5,306","110,263","12,791",132,"2,285","56,519",45666,52312,22254,96250,33756,49308,27593,52350,61995,36707,63055,30209,259.0,127800
19049,"Dallas County, Iowa","74,641","36,200","38,441","3,069","11,934","11,527","9,728","3,687","3,638",34.6,"4,690","65,139","1,067",29,"2,308","28,960",78837,27287,40871,128125,29981,81220,29246,82610,90940,46466,92423,41419,338.0,190500
19103,"Johnson County, Iowa","139,155","69,119","70,036","21,914","25,117","14,654","13,907","8,178","6,046",29.2,"7,510","113,593","8,007",24,"8,253","57,689",51606,55807,24551,40399,39760,54652,23369,58401,78195,43308,84636,31850,497.0,197100
19153,"Polk County, Iowa","451,677","222,809","228,868","29,135","71,755","62,052","59,787","28,161","23,260",35.0,"36,023","358,363","28,012",850,"17,868","188,666",59328,178026,30136,76499,48763,62645,30218,64216,74306,40369,72484,36394,2648.0,156600
20091,"Johnson County, Kansas","566,933","277,830","289,103","30,025","80,276","79,223","80,085","36,648","32,566",36.7,"41,783","458,703","24,114","1,577","25,446","229,869",73737,220432,50888,77468,43872,76741,32378,75286,90209,49023,91596,40942,1689.0,214900
20103,"Leavenworth County, Kansas","78,185","41,790","36,395","4,634","11,040","11,666","10,744","4,497","4,668",35.8,"5,261","61,914","6,220",386,"1,242","28,877",68266,27311,44380,"2,500-",81536,71928,22269,76671,83207,39436,79990,32169,196.0,169000
20173,"Sedgwick County, Kansas","505,415","250,362","255,053","35,925","71,993","61,318","65,319","32,651","28,263",34.6,"69,318","349,513","46,765","2,187","20,173","213,023",48361,192654,26552,56439,35912,54879,21305,49823,60990,38015,61917,28590,947.0,123600
20209,"Wyandotte County, Kansas","160,384","79,223","81,161","10,839","24,816","19,753","19,926","10,282","7,771",33.2,"43,422","68,356","39,343",717,"5,280","66,825",38412,57141,31338,31594,32093,45582,25126,38261,45380,30090,45760,25279,160.0,90000
21015,"Boone County, Kentucky","124,442","61,456","62,986","7,006","16,370","18,528","17,539","6,943","7,434",36.3,"4,847","110,544","3,809",0,"3,167","47,406",64414,45559,66053,69905,48427,64475,23098,70317,79541,42146,74009,40634,408.0,175300
