GEO_ID,Label (Grouping),Total population,Male,Female,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 to 64 years,Median age (years),HISPANIC OR LATINO AND RACEHispanic or Latino (of any race),HISPANIC OR LATINO AND RACENot Hispanic or LatinoWhite alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoBlack or African American alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAmerican Indian and Alaska Native alone,HISPANIC OR LATINO AND RACENot Hispanic or LatinoAsian alone,Total housing units,Median income (dollars)!!Estimate!!Households,Total!!Estimate!!Households,Median income (dollars)!!Estimate!!One race!!Black or African American,Median income (dollars)!!Estimate!!One race!!Asian,Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race),"Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino",Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years,Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over,Median income (dollars)!!Estimate!!FAMILIES!!Families,Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households,SINGLE_FAMILY_PERMITS,median housing price
13015,"Bartow County, Georgia","101,736","50,481","51,255","6,154","13,425","14,513","14,857","6,282","6,511",37.6,"8,136","79,873","11,993",0,"1,186","39,822",53675,37742,55830,63438,38081,55955,34805,57696,57209,37592,56900,38614,221.0,117100
13021,"Bibb County, Georgia","153,905","72,402","81,503","11,917","20,597","18,346","18,915","9,591","9,550",35.5,"4,881","61,951","81,613",0,"3,060","70,302",35397,56135,23729,61843,29099,53971,8927,33290,45307,31937,45381,26071,92.0,110600
13051,"Chatham County, Georgia","283,379","137,020","146,359","25,912","46,185","33,553","34,446","18,523","14,329",34.3,"17,117","140,769","110,961",230,"7,962","122,611",50718,106188,36836,68878,51564,61736,22516,50582,63631,40364,61355,36374,1048.0,165900
13057,"Cherokee County, Georgia","230,985","113,989","116,996","13,293","30,154","35,404","34,371","14,479","12,402",37.2,"23,217","184,792","13,179",126,"4,591","85,503",69711,81991,75463,66472,60259,70511,35098,73076,81848,50277,80434,43282,1576.0,183200
13059,"Clarke County, Georgia","120,938","58,156","62,782","20,581","18,748","15,547","8,834","5,159","5,117",26.7,"13,046","67,582","33,053",0,"5,311","51,787",29996,44016,22673,22453,27213,38440,8810,34231,40719,40357,51617,20666,116.0,150000
13063,"Clayton County, Georgia","267,542","126,834","140,708","21,521","39,055","38,159","35,617","14,770","12,512",32.4,"35,134","35,998","178,260",102,"13,958","104,550",43287,88538,43965,45085,41063,41186,26228,42085,47485,35652,47273,33507,328.0,85700
13067,"Cobb County, Georgia","730,981","353,354","377,627","49,154","104,128","108,456","107,409","46,758","38,589",36.1,"93,012","392,686","193,103",196,"36,551","292,887",67043,271686,48250,91951,45547,79802,33278,63169,84820,51336,80134,42856,1391.0,203600
13073,"Columbia County, Georgia","139,257","67,231","72,026","8,780","18,099","19,190","20,277","6,933","9,757",36.4,"8,691","97,876","23,417",138,"5,195","53,374",66925,45371,52190,93026,63959,71727,18948,65680,80542,49385,75848,35729,1289.0,171800
13077,"Coweta County, Georgia","135,571","65,859","69,712","8,056","16,906","20,348","19,559","7,532","8,501",37.5,"9,060","97,440","24,156",0,"2,255","52,004",59506,49546,39432,45204,37778,63108,33150,53331,69270,52106,67833,38144,745.0,189400
13089,"DeKalb County, Georgia","722,161","343,249","378,912","50,264","120,110","107,925","98,991","44,191","38,521",35.3,"64,279","215,121","383,629","1,469","41,482","306,967",50542,266307,40882,61521,35651,80745,22492,51609,57991,41998,59029,41027,485.0,158800
13113,"Fayette County, Georgia","109,664","53,274","56,390","7,194","8,882","11,910","18,716","8,967","7,204",43.9,"7,738","71,185","23,405",72,"5,021","41,344",77016,38945,71429,80691,66531,80790,35027,76850,90065,58854,87424,40703,314.0,238400
13117,"Forsyth County, Georgia","204,302","100,519","103,783","9,242","20,242","34,154","33,947","10,416","10,177",37.7,"19,856","155,916","6,510",464,"18,691","71,039",85639,66429,61226,118442,48733,86253,32304,89979,100509,45571,95264,40956,2576.0,276800
13121,"Fulton County, Georgia","996,319","483,562","512,757","75,217","163,310","148,064","138,365","57,050","50,148",35.0,"75,649","402,495","432,518","1,922","64,401","448,924",55807,381990,35483,94738,41918,87514,22092,60380,71511,34513,77040,40511,2405.0,248800
13135,"Gwinnett County, Georgia","877,922","429,201","448,721","57,410","117,899","133,918","132,393","51,309","41,908",34.7,"179,772","355,046","219,819","1,543","98,792","298,624",59492,278652,52262,51939,35373,76282,33165,51852,69568,48757,68217,38113,3135.0,172900
13139,"Hall County, Georgia","190,761","95,046","95,715","13,268","24,880","24,992","25,589","11,100","9,636",35.8,"52,440","117,833","13,719",230,"3,202","69,491",52519,63383,27799,80506,40235,60249,45348,55663,56254,47573,59860,32508,714.0,156400
13151,"Henry County, Georgia","213,869","101,621","112,248","12,604","24,800","33,952","32,825","11,455","11,680",36.9,"13,676","103,828","83,862",178,"6,659","77,537",58242,68524,56444,75098,37405,60002,24835,52873,75074,42850,65097,46121,1047.0,139700
13179,"Liberty County, Georgia","65,198","33,695","31,503","8,694","12,338","6,730","6,351","2,989","2,424",26.6,"7,883","27,479","25,590",223,"1,337","27,193",41812,22096,42250,62596,37386,42027,34462,41991,54483,24643,45200,28477,198.0,118600
13215,"Muscogee County, Georgia","200,887","98,634","102,253","17,140","33,397","25,249","24,851","12,108","9,878",33.8,"15,018","84,078","88,511",796,"4,571","83,872",42176,74339,34449,52461,39921,52749,23795,48934,42909,38733,51143,30559,333.0,138700
13223,"Paulding County, Georgia","148,987","72,434","76,553","9,255","19,448","24,174","21,528","8,904","6,334",35.1,"8,447","109,858","26,696",753,"1,297","53,110",62453,50248,49542,78208,64558,65806,58092,63471,70129,44725,70998,34786,930.0,140300
13245,"Richmond County, Georgia","201,368","96,610","104,758","17,676","31,883","22,168","24,815","12,374","12,261",33.4,"9,314","73,295","111,179",235,"3,681","87,067",35793,71031,29425,37261,60325,44579,23169,34888,43338,30860,44190,26114,354.0,102400
13247,"Rockdale County, Georgia","87,754","42,233","45,521","5,177","9,305","12,855","12,372","6,194","5,084",37.1,"8,806","31,913","43,217",109,"1,793","33,290",46524,29707,45719,30644,32345,51868,15363,42653,56004,45794,55158,28243,133.0,137500
13285,"Troup County, Georgia","69,469","32,980","36,489","5,709","8,607","8,313","8,474","4,341","4,199",35.5,"2,573","40,132","23,608",10,"1,321","28,246",40486,23942,30081,58821,26672,46241,31413,42729,48614,27315,47747,21761,133.0,115200
13313,"Whitfield County, Georgia","103,542","50,589","52,953","7,787","12,732","13,993","13,605","7,006","4,182",35.1,"34,518","62,168","4,300",0,"1,570","39,648",42069,36388,20483,53898,34025,45880,30383,41453,55196,32999,51100,23139,93.0,118600
15003,"Honolulu County, Hawaii","991,788","503,243","488,545","80,975","155,736","123,626","122,419","59,229","56,280",36.7,"93,824","193,659","24,766",856,"409,081","343,031",74634,309002,68452,77353,63815,79299,42460,75387,88829,63491,83963,46556,875.0,590600
15007,"Kauai County, Hawaii","70,475","34,530","35,945","3,319","9,734","8,098","9,493","5,010","5,553",40.8,"7,584","21,148",620,105,"21,294","30,350",64847,22234,65662,63278,80348,70021,88177,64105,75622,45158,76795,27436,192.0,492000
15009,"Maui County, Hawaii","163,046","81,617","81,429","8,075","21,351","21,863","23,142","12,404","11,388",41.2,"17,866","51,046","1,582",164,"45,025","71,469",67013,54303,37873,74799,56859,63088,67545,61239,72661,61960,71789,44904,324.0,534100
16001,"Ada County, Idaho","426,236","213,514","212,722","27,089","59,882","60,601","56,163","25,611","24,527",36.4,"32,987","363,801","5,754","1,904","12,970","167,223",57716,159896,32134,65502,48309,59070,24942,61421,72668,43376,69856,32151,2353.0,197800
16019,"Bonneville County, Idaho","108,623","53,298","55,325","6,086","15,097","13,923","11,740","5,560","6,593",32.8,"13,629","90,931",533,432,"1,062","40,710",49626,36420,10750,56272,29632,52629,19076,47783,75050,37223,58511,26476,390.0,157500
17019,"Champaign County, Illinois","207,133","103,104","104,029","34,091","30,879","21,630","21,122","11,651","10,569",29.7,"11,718","143,104","26,097",237,"19,705","89,209",46776,81347,28767,20199,16850,55531,7281,49908,64086,44181,67197,29138,335.0,145500
17031,"Cook County, Illinois","5,246,456","2,542,524","2,703,932","365,438","855,146","714,337","688,600","337,235","290,538",36.1,"1,310,801","2,248,382","1,236,359","5,709","365,142","2,175,163",55069,1938055,33705,70954,45365,71496,30941,60524,64602,37606,66979,38494,1476.0,213600
17037,"DeKalb County, Illinois","105,462","51,900","53,562","14,999","14,833","11,252","12,699","5,657","5,041",30.2,"11,466","81,724","7,480",0,"3,138","40,999",56450,36965,28401,49777,53587,57411,17637,63514,68839,50819,73488,30757,45.0,168600
17043,"DuPage County, Illinois","932,708","457,227","475,481","58,638","118,160","121,483","139,802","68,456","57,924",39.0,"131,700","634,190","41,808",272,"104,883","357,477",80015,338548,49633,90017,57062,84326,41630,82222,96175,51261,97061,45882,1224.0,279200
17089,"Kane County, Illinois","527,306","263,620","263,686","32,773","64,439","74,578","75,187","32,825","28,771",36.5,"165,309","304,796","28,186",623,"19,114","184,048",72541,172350,52774,101126,49630,82085,26329,77030,85650,44992,83504,39960,1153.0,218000
17091,"Kankakee County, Illinois","111,375","54,362","57,013","8,256","13,270","13,390","15,367","7,954","6,481",38.1,"10,980","80,533","16,433",66,"1,302","45,153",58378,40732,31119,56680,51684,64653,22393,61060,74081,42124,71996,35179,115.0,136700
17097,"Lake County, Illinois","705,186","351,652","353,534","48,581","77,397","91,815","108,411","52,485","38,389",38.0,"147,933","445,553","46,374",653,"48,693","261,390",77772,240673,36578,104432,52070,90171,30561,74271,97468,52926,95227,45019,683.0,247500
17111,"McHenry County, Illinois","307,283","154,050","153,233","17,879","33,780","41,337","51,505","24,442","16,502",40.1,"38,117","252,587","4,274",126,"7,681","117,070",76628,109417,63299,123932,60751,80081,51550,82196,89428,46458,90213,41941,405.0,210900
17113,"McLean County, Illinois","174,061","84,735","89,326","22,877","22,543","22,214","20,236","10,690","8,533",32.5,"8,289","138,932","14,272",73,"8,358","71,435",58061,66361,20540,71820,34352,61480,21187,62721,75003,45695,77131,36722,232.0,161600
17115,"Macon County, Illinois","108,350","51,675","56,675","8,013","12,306","12,587","13,656","8,305","7,262",41.2,"2,282","83,597","14,606",434,"1,488","50,355",47574,44063,22103,72378,70566,52992,29486,59622,60074,37491,64961,27001,41.0,95100
17143,"Peoria County, Illinois","187,319","91,027","96,292","13,424","25,240","23,680","22,795","12,407","12,173",36.8,"8,567","132,268","32,448",501,"6,501","83,571",52352,74982,29048,71277,57695,56164,26893,54842,63001,41124,66731,33458,121.0,125000
17161,"Rock Island County, Illinois","146,063","72,393","73,670","9,557","18,498","17,809","18,330","10,876","9,389",40.0,"18,164","107,155","12,883",19,"2,939","65,766",47751,59384,31800,49516,46919,49746,30260,54437,61645,32442,63090,27422,87.0,115900
17163,"St. Clair County, Illinois","265,729","127,873","137,856","17,657","34,720","33,104","37,857","18,328","16,565",37.7,"10,222","166,162","78,877",99,"3,324","118,327",50428,99917,26913,64266,26167,64510,21976,53197,62266,38931,64938,29692,475.0,123600
17167,"Sangamon County, Illinois","198,997","95,270","103,727","12,963","25,001","23,879","27,955","14,677","12,677",39.8,"4,348","160,444","25,121",244,"3,059","90,529",55103,83286,29353,31913,31701,61157,32891,55656,67668,46400,73285,35322,276.0,132200
17197,"Will County, Illinois","685,419","339,667","345,752","44,592","78,471","99,903","105,458","43,958","35,328",36.8,"113,470","446,196","74,346","1,016","36,038","239,857",74828,224012,52694,112094,55222,80840,35647,79917,90867,46851,87167,42021,1045.0,209400
17201,"Winnebago County, Illinois","288,542","140,684","147,858","18,188","34,722","35,433","40,834","21,083","17,524",39.6,"34,674","203,938","36,193",88,"6,834","125,548",47121,114034,22190,52333,41322,51457,20789,50509,60238,33153,57847,30168,123.0,108200
18003,"Allen County, Indiana","365,918","178,802","187,116","24,808","48,735","46,746","46,981","25,222","19,780",35.8,"26,175","274,054","39,185",743,"13,220","154,494",48521,138980,23819,48483,30278,53796,25273,52467,57898,37147,60651,28161,757.0,113600
18005,"Bartholomew County, Indiana","80,217","40,627","39,590","4,912","11,153","10,658","10,255","5,353","4,935",37.9,"5,134","67,485","1,802",50,"4,226","33,547",53002,31827,43462,82862,21912,53085,31903,63766,56071,39129,62955,30995,254.0,132400
18043,"Floyd County, Indiana","76,179","36,867","39,312","4,697","9,252","9,665","11,473","5,514","5,176",40.0,"2,190","67,478","4,066",103,634,"32,305",52819,29679,30550,90144,"250,000+",54033,22959,46987,68036,38474,66817,28381,130.0,160300
18057,"Hamilton County, Indiana","302,623","147,608","155,015","14,369","37,912","47,162","45,548","19,094","13,940",36.5,"11,426","256,637","10,429",144,"17,259","116,292",88155,110844,62160,92251,58231,89271,53017,91145,103955,53693,100800,50653,1832.0,233100
18063,"Hendricks County, Indiana","156,056","77,277","78,779","8,334","20,232","24,222","22,689","8,817","8,838",38.0,"5,525","134,480","7,854",245,"3,834","58,327",66989,56010,55397,72708,84353,68237,51719,83276,76636,43164,82441,37346,697.0,168700
18089,"Lake County, Indiana","490,228","237,164","253,064","32,126","61,108","61,813","65,846","35,897","30,245",38.3,"88,511","267,782","118,944","1,021","6,240","210,385",50852,182108,31301,81174,48539,60018,21736,52244,60425,39096,60301,31446,813.0,134600
18091,"LaPorte County, Indiana","111,444","57,680","53,764","7,050","14,918","13,962","15,961","8,239","7,292",40.8,"6,767","89,240","12,798",161,487,"48,758",45744,42068,27251,50422,35750,49268,28329,47204,58015,37243,55486,30918,101.0,128300
18095,"Madison County, Indiana","130,069","65,380","64,689","7,882","17,188","16,088","18,081","9,219","7,466",40.0,"4,776","111,229","10,645",214,681,"58,793",45134,52650,35139,21908,50443,47686,27213,55510,54484,36959,56772,24509,88.0,89300
18097,"Marion County, Indiana","934,243","450,313","483,930","69,646","152,958","120,342","121,090","60,458","49,298",34.2,"91,772","540,401","252,305","1,374","23,818","419,369",42557,360783,30761,41781,27722,50566,20359,43685,50387,36387,52332,30643,641.0,117500
18105,"Monroe County, Indiana","143,339","70,728","72,611","28,032","20,780","13,759","14,447","7,582","6,608",27.9,"4,769","121,067","4,293",508,"9,171","60,116",43657,54003,25729,15137,30300,47110,11409,43107,60289,50340,60434,29736,215.0,163000
18141,"St. Joseph County, Indiana","267,618","129,993","137,625","20,891","34,035","32,849","33,563","17,999","16,839",36.5,"21,827","198,146","33,493",488,"5,009","115,597",46254,101296,20669,56971,39825,52694,28481,49546,57191,34160,59668,25596,258.0,112800
18157,"Tippecanoe County, Indiana","183,074","91,835","91,239","32,514","25,009","20,001","18,396","9,920","7,321",27.7,"14,731","142,927","8,261",67,"13,592","73,905",45771,65834,18927,21686,35819,50417,15086,47534,60109,46052,61112,25673,570.0,143400
18163,"Vanderburgh County, Indiana","182,006","87,705","94,301","14,999","25,568","20,983","23,698","12,642","11,511",38.1,"4,632","153,530","16,716",258,"2,525","83,390",42044,73663,23354,101375,53161,44828,25028,45873,50975,33988,59227,26871,296.0,119700
19013,"Black Hawk County, Iowa","132,897","64,531","68,366","13,155","19,046","14,084","14,851","8,693","7,992",34.3,"5,516","109,799","11,602",219,"2,785","56,883",51685,53204,30076,81223,31750,54275,37679,61255,59573,36022,65535,33572,265.0,134700
19061,"Dubuque County, Iowa","96,370","47,304","49,066","6,523","12,795","10,103","13,531","6,553","6,125",39.0,"2,143","88,494","2,459",109,"1,351","40,349",56129,38824,19817,94784,35489,58492,30374,61593,65958,41353,64376,31630,248.0,147200
19103,"Johnson County, Iowa","142,287","71,269","71,018","20,597","22,093","17,261","15,885","7,268","7,868",30.5,"7,860","114,495","7,538",281,"8,499","58,778",60254,55574,33677,38560,60325,64886,14529,62357,79818,59390,84137,26932,621.0,205100
19113,"Linn County, Iowa","217,751","108,025","109,726","14,085","29,792","28,751","29,769","14,110","12,588",37.1,"6,403","191,508","10,171",76,"5,169","94,654",62984,88216,23822,73462,47446,64824,27891,71458,76825,43964,77435,35219,615.0,151000
19153,"Polk County, Iowa","459,862","226,363","233,499","30,570","72,338","62,342","61,258","28,463","24,615",35.1,"36,994","364,052","28,730",617,"18,808","192,985",60978,179188,37263,62244,47299,64301,37861,67098,75747,39329,77356,38603,2330.0,161000
19163,"Scott County, Iowa","171,387","84,773","86,614","9,867","22,777","22,617","23,437","11,766","10,380",38.4,"10,734","139,395","12,879",765,"3,921","73,037",54679,67822,33140,71333,56390,55509,30532,60774,60315,40574,66509,35977,331.0,144600
20091,"Johnson County, Kansas","574,272","281,309","292,963","31,583","80,866","80,104","79,411","36,525","33,966",36.9,"42,592","463,160","25,423",853,"25,632","233,179",75679,220587,51145,97028,41280,78829,39385,81215,90480,51116,92698,43037,1525.0,221400
20173,"Sedgwick County, Kansas","508,803","252,081","256,722","35,082","73,370","61,987","62,929","31,673","30,616",34.6,"70,742","350,197","45,791","3,569","22,108","214,423",50996,191636,28597,61735,40182,56494,29790,51344,64951,36790,62959,30316,932.0,128600
20177,"Shawnee County, Kansas","178,406","86,656","91,750","9,792","23,731","21,043","22,262","13,699","10,915",38.2,"20,639","133,470","13,179",987,"1,599","79,477",53507,70857,30950,80772,44669,55155,22576,57722,68707,40612,66722,31391,213.0,121900
20209,"Wyandotte County, Kansas","161,636","79,693","81,943","11,048","24,645","19,959","19,744","10,015","8,381",33.1,"44,076","68,734","37,341","1,069","5,739","67,349",36637,60106,26224,33273,35294,45648,22592,41360,37212,32509,45097,23657,181.0,87200
21047,"Christian County, Kentucky","74,250","38,844","35,406","8,563","12,809","7,420","7,436","3,419","3,193",28.6,"5,652","49,595","13,576",97,"1,131","29,748",35755,25855,23418,37789,18819,41128,23292,41097,41110,33165,42431,23073,50.0,112800
21067,"Fayette County, Kentucky","310,797","152,721","158,076","33,531","47,501","41,192","39,229","18,389","17,561",34.1,"21,315","224,546","44,585",645,"11,075","138,832",47968,127412,24601,66013,37553,53220,19877,54559,60015,37379,64119,31207,687.0,165500
21093,"Hardin County, Kentucky","108,266","53,578","54,688","9,016","14,284","13,613","15,500","7,210","5,477",35.4,"6,128","82,485","12,478",216,"2,353","45,740",50900,39314,54161,46959,44202,51540,31697,51081,63925,38429,62240,33731,188.0,142200
21111,"Jefferson County, Kentucky","760,026","367,196","392,830","50,221","109,443","96,541","102,971","57,009","44,193",37.7,"36,394","526,360","157,628","1,524","19,267","341,499",48210,307676,28573,63704,40957,54231,21012,52250,56837,38132,61659,30799,982.0,153100
21117,"Kenton County, Kentucky","163,929","80,710","83,219","9,873","24,268","21,255","23,077","11,418","9,328",37.0,"4,792","146,099","7,077",98,"1,715","69,555",54300,62900,17974,91694,46020,57723,22129,58925,64227,36945,65374,32369,254.0,149700
21227,"Warren County, Kentucky","120,460","58,789","61,671","12,583","17,016","15,186","14,712","7,564","6,008",33.3,"6,134","96,670","10,550",219,"3,891","49,799",50752,44846,46361,18933,41643,53401,26680,54278,61166,40042,61211,27063,417.0,146200
22015,"Bossier Parish, Louisiana","125,064","62,154","62,910","9,417","19,496","16,378","15,458","6,648","7,341",34.5,"8,049","84,848","26,190",211,"1,758","54,048",50704,47072,29657,87996,46886,56742,35906,52449,61887,40257,61657,32427,876.0,155400
22017,"Caddo Parish, Louisiana","252,603","119,898","132,705","17,347","35,214","30,396","31,662","18,420","14,361",36.8,"6,992","116,728","121,290","1,313","2,734","112,721",39315,94854,29004,50506,34492,52219,16876,44632,41871,33313,50533,23558,283.0,123600
22019,"Calcasieu Parish, Louisiana","197,204","96,383","100,821","14,721","27,790","23,002","25,511","12,951","12,494",36.1,"6,050","134,898","48,579",666,"2,848","85,733",45742,73873,33079,62060,43898,50053,22574,48101,52967,32686,55995,25053,580.0,116100
22033,"East Baton Rouge Parish, Louisiana","446,042","213,758","232,284","49,904","68,656","50,794","51,440","28,429","25,217",33.3,"17,238","203,272","203,677",775,"14,583","191,218",46778,170572,33011,66922,52370,65349,21355,53142,60264,38874,64115,30081,1190.0,170000
22051,"Jefferson Parish, Louisiana","435,716","211,703","224,013","28,432","63,559","54,640","59,700","31,713","27,674",38.9,"60,054","234,791","113,107","2,060","18,665","189,064",46961,169033,35061,76146,43345,53716,30508,47366,58558,34035,61166,29684,340.0,168800
22055,"Lafayette Parish, Louisiana","235,644","114,508","121,136","18,817","40,058","29,162","30,168","15,675","12,232",33.9,"10,499","156,454","61,463",230,"4,203","97,494",51060,88611,26606,62989,39510,61083,28417,58897,57757,39762,65687,32413,1697.0,164200
22071,"Orleans Parish, Louisiana","384,320","183,107","201,213","29,342","70,880","49,107","49,573","27,275","23,171",35.8,"21,300","119,361","225,221",394,"11,241","192,472",35504,152788,24065,51958,38744,67824,15918,39156,40138,28790,48431,26169,574.0,192000
22103,"St. Tammany Parish, Louisiana","245,829","119,836","125,993","14,045","27,462","32,531","34,569","18,332","15,883",39.8,"13,238","194,689","28,338","1,183","3,772","98,804",63210,88123,38165,64057,43765,68223,31332,69676,70486,48072,72008,36187,1240.0,204800
23005,"Cumberland County, Maine","287,797","138,410","149,387","17,771","37,881","35,846","44,261","21,122","20,024",42.1,"5,602","261,355","8,475",509,"5,673","140,285",61992,117186,15291,81073,48864,63428,21630,64162,78923,39263,80646,38014,733.0,257500
24003,"Anne Arundel County, Maryland","560,133","277,092","283,041","38,277","78,872","74,240","82,962","38,199","32,897",38.3,"40,095","392,177","90,195",792,"20,579","218,910",87217,203775,80553,124100,64748,91377,43995,91870,104273,66313,100626,58227,1678.0,336000
24005,"Baltimore County, Maryland","826,925","391,680","435,245","54,721","115,167","100,913","113,629","59,917","49,952",39.2,"41,407","492,470","224,217","1,384","48,267","337,023",68257,311099,60316,80254,63327,73700,29675,75468,83715,46370,84474,41933,814.0,246400
24013,"Carroll County, Maryland","167,830","82,933","84,897","10,424","17,630","18,939","29,583","12,979","9,783",42.4,"5,037","151,340","5,366",236,"2,896","63,156",85274,59430,82440,87133,41227,85401,37313,96612,105298,47568,101333,38254,305.0,325100
24015,"Cecil County, Maryland","102,383","51,410","50,973","6,407","12,317","12,674","15,765","8,963","5,756",39.5,"4,233","87,930","6,641",360,"1,630","42,375",61940,36857,44143,72930,78073,62869,45131,70090,68347,42361,72809,31769,134.0,226800
24017,"Charles County, Maryland","154,747","75,057","79,690","10,065","19,290","21,051","26,118","9,921","7,853",38.4,"8,184","68,799","64,340",642,"4,325","58,159",88803,54600,75188,141231,85562,98187,50968,88167,102040,58097,99740,52054,790.0,285300
24021,"Frederick County, Maryland","243,675","119,636","124,039","14,278","30,420","32,179","39,805","16,530","14,083",39.4,"20,510","183,917","21,523",349,"10,889","93,592",84203,89084,64721,86953,83453,86108,56457,87270,100394,52373,98717,50193,807.0,309900
24025,"Harford County, Maryland","250,105","122,367","127,738","15,755","30,260","31,773","38,555","17,318","16,464",40.4,"10,524","192,108","33,223",481,"7,553","98,230",79649,92304,61073,63517,102857,81846,31742,85244,99920,49455,94672,42991,525.0,274600
24027,"Howard County, Maryland","309,284","151,302","157,982","18,318","38,677","42,825","49,449","21,015","18,004",38.4,"19,746","170,680","56,861",659,"50,554","115,318",107490,109651,87992,110413,89052,120872,71603,110233,131190,73804,127223,67362,931.0,443300
24031,"Montgomery County, Maryland","1,030,447","496,292","534,155","58,265","138,933","143,650","151,163","73,459","58,975",38.6,"192,877","471,513","178,815","1,431","151,467","385,713",97765,364854,72258,100064,67209,115128,50023,91171,118513,77934,115150,62426,1440.0,460900
24033,"Prince George's County, Maryland","904,430","435,891","468,539","68,480","136,247","123,922","130,706","59,008","50,566",36.1,"152,561","127,383","561,215","1,768","39,434","330,514",72290,307022,72652,79491,58254,84621,39511,66584,87503,61023,83167,52198,1292.0,254000
24043,"Washington County, Maryland","149,573","75,053","74,520","9,687","18,504","19,649","22,703","11,211","8,152",41.6,"6,375","121,181","14,414",314,"2,316","61,211",55471,54722,46161,73618,57103,55220,25434,60942,67512,32725,65538,33673,194.0,201800
24045,"Wicomico County, Maryland","101,539","48,352","53,187","11,576","12,034","11,080","12,920","5,392","7,035",35.2,"5,306","65,463","25,885",0,"3,298","42,155",53432,37036,37476,83412,50918,57052,24242,52354,66938,42407,66668,32583,112.0,174400
24510,"Baltimore city, Maryland","622,793","294,080","328,713","50,647","115,321","75,215","80,381","41,714","33,911",34.6,"29,448","174,627","386,599","1,337","16,984","297,027",42665,238897,33965,64016,40976,67682,20381,51186,45433,33205,50408,32252,241.0,150800
25001,"Barnstable County, Massachusetts","214,914","102,195","112,719","11,424","18,270","19,298","30,683","17,596","19,265",51.8,"5,772","195,557","5,704",842,"3,396","161,721",65384,95697,51488,45113,78244,66252,47756,81149,78839,48516,87405,38587,530.0,359700
25005,"Bristol County, Massachusetts","554,194","267,949","286,245","37,972","68,111","71,146","84,265","37,687","35,269",41.0,"38,500","462,594","20,440",282,"11,559","231,285",58057,212901,43402,93427,26995,62176,30165,68299,76446,33801,75279,28250,645.0,274500
25009,"Essex County, Massachusetts","769,091","370,485","398,606","51,572","90,454","94,596","117,283","57,909","47,808",40.5,"142,984","560,829","21,716",734,"27,336","307,806",70366,287808,52125,93286,37818,76666,35813,77153,89940,40706,89752,37366,736.0,359500
25013,"Hampden County, Massachusetts","468,161","225,120","243,041","36,463","59,711","53,341","64,978","32,263","30,159",38.7,"108,789","302,002","36,262",507,"10,243","191,788",49211,176742,40517,61711,23262,60405,31077,51898,62500,34038,60564,29682,256.0,198900
25017,"Middlesex County, Massachusetts","1,570,315","767,001","803,314","105,784","238,431","208,818","230,242","110,715","86,804",38.4,"118,104","1,165,168","73,771","1,711","170,301","618,976",84464,585634,44889,95942,48858,89694,39873,93880,102735,50568,108728,51557,1610.0,427800
25021,"Norfolk County, Massachusetts","692,254","331,911","360,343","43,779","84,830","88,437","106,829","49,640","43,193",40.9,"27,665","537,606","41,578",715,"68,538","272,917",90506,260058,67102,90913,68558,92205,46250,103204,103549,49925,114285,49754,758.0,413000
25023,"Plymouth County, Massachusetts","507,022","246,466","260,556","30,817","52,492","61,649","81,218","36,205","35,605",42.6,"18,482","418,706","43,547",225,"5,711","202,493",74936,183251,37635,105292,22368,80365,58037,77666,95509,48173,92236,40099,949.0,328800
25025,"Suffolk County, Massachusetts","767,254","371,061","396,193","78,734","173,936","98,211","89,076","40,294","37,421",32.4,"167,044","354,373","152,291","1,155","65,861","318,318",54585,295187,35092,46270,36540,75563,26457,66224,60920,28532,60977,46558,54.0,394800
25027,"Worcester County, Massachusetts","813,475","400,543","412,932","57,007","100,041","102,844","127,014","59,646","49,615",40.0,"85,506","638,731","34,496","1,348","36,697","329,081",65407,299841,47058,84706,30347,70114,33816,69407,83903,36149,83178,33699,1168.0,255500
26005,"Allegan County, Michigan","113,847","55,972","57,875","6,127","13,386","13,692","17,084","7,972","7,639",39.6,"8,106","101,069","1,969","1,013",685,"49,759",53796,41779,59870,43185,52232,54015,32484,61260,60139,37086,62691,29496,348.0,136800
26021,"Berrien County, Michigan","155,233","75,560","79,673","9,338","17,721","17,810","22,326","11,245","10,889",41.8,"7,942","116,869","23,468",590,"3,106","76,737",44031,62984,22294,58589,41463,50636,18512,43428,58431,38680,59131,26360,184.0,141600
26025,"Calhoun County, Michigan","134,878","66,246","68,632","9,088","16,004","16,576","18,310","8,851","9,677",40.3,"6,425","106,543","14,443","1,249","3,010","60,685",46088,52385,26029,41912,45727,49348,26622,50958,54860,32818,54022,29181,34.0,95800
